campaign_id,brand,industry,target,city,budget,duration_days,selected_panels,performance_score,estimated_reach,conversion_proxy
6a78c4de-c34d-4126-8cc7-c4afb2e3cd5a,Bellea,santé,étudiants,Nantes,250810,29,63,73.94,2989811,46.05
03cf4093-6df2-4ee0-a8ce-a8234f0f5646,UrbanFit,food,grand public,Marseille,462068,25,551,80.35,69221,54.14
9a6964cd-5503-4d66-89a2-b766ac40c064,Carrefour Bio,luxe,étudiants,Bordeaux,384380,9,427,91.38,391277,133.92
f02644c0-0bd0-4f0c-9c7d-6d4d93965063,Carrefour Bio,luxe,étudiants,Paris,115199,25,465,87.34,874664,89.46
f98fdb72-a942-4620-b37a-86e450b9acf5,TechNova,beauté,grand public,Marseille,281418,39,556,92.43,2481926,144.03
ef05540a-61cf-4cb0-9484-387899407348,Carrefour Bio,sport,grand public,Lille,177481,25,56,50.75,1505301,79.38
7b8bf4c3-c8a1-4733-8897-8094286ca1fc,UrbanFit,tech,étudiants,Nantes,9280,30,254,80.56,538138,99.54
e205670e-6e71-40bd-8f86-1133cb157882,Bellea,tech,jeunes actifs,Nantes,250752,29,276,45.14,1988496,43.17
64b1566e-6d57-4391-8afc-ee1e652cd98b,Fresh&Go,tech,familles,Lille,445563,6,325,78.64,768550,128.49
f433dc7a-9564-4918-b072-8dd460110b02,Bellea,santé,CSP+,Nantes,83420,32,533,47.36,2049521,68.19
91c5671b-9bd4-4321-ba50-9561bff9ad59,Fresh&Go,santé,jeunes actifs,Paris,306569,39,212,49.65,2766659,39.12
0a1f31be-4861-4ca3-a0a1-344ae7b1c5fe,Maison Nova,luxe,jeunes actifs,Nantes,67510,34,183,67.56,2873333,47.5
bfa1652c-3ef2-4ad5-b40e-09858e35e27f,AutoMotion,santé,familles,Lyon,334077,39,163,73.98,2242166,57.56
e17c2a4f-edbb-4bb7-8e39-1faf529a7769,Bellea,automobile,touristes,Marseille,199351,27,563,82.33,3150020,121.6
ed3a5e88-b94e-4955-abe6-9415d824193b,Maison Nova,automobile,familles,Lille,226192,8,151,58.48,816821,96.2
4919a129-678d-42c6-9560-d03551608c78,TechNova,beauté,familles,Nantes,260002,32,304,59.11,2103046,41.84
75d96a4b-6653-4d81-b0cf-f72867a419b2,Carrefour Bio,sport,CSP+,Toulouse,215059,39,116,69.75,2058650,49.68
6a8370d9-09c4-413f-8f7c-ad7aa76ffe90,Maison Nova,automobile,CSP+,Lille,283112,31,377,51.53,355171,42.42
240ba322-4987-4793-969d-26b4f7879fb5,TechNova,food,grand public,Lyon,499681,13,501,53.0,3445844,62.0
c3de682a-25f4-433f-bd98-175eaaa09add,Maison Nova,sport,grand public,Paris,276080,39,591,84.6,3486962,80.73
613b299e-02fc-4e01-a3f2-47aa120a6aea,AutoMotion,automobile,grand public,Nantes,347866,36,590,76.02,2518847,104.52
26048ace-0af9-4215-9483-830aa1cd3fa5,Carrefour Bio,automobile,touristes,Toulouse,133652,25,210,57.58,296122,47.12
5113af89-9ee2-4e17-a326-8f84c2c6a553,Fresh&Go,banque,grand public,Lille,443039,7,209,90.35,2476800,112.09
ccc242e1-331f-46b5-9682-49e2362c4541,Bellea,retail,touristes,Nantes,237600,16,260,92.75,109499,74.81
b9a36997-7f63-4cc5-b04b-89652ea15b83,UrbanFit,automobile,familles,Nantes,133197,17,52,80.86,134084,129.24
9bc0959b-e159-490f-9a8f-d813fbc269b4,Fresh&Go,santé,étudiants,Lille,432851,10,379,65.62,1268811,35.69
db9336e7-1f03-4a4b-a540-c72da02619ef,TechNova,food,étudiants,Paris,88762,32,141,63.88,3231251,103.98
76a4db12-18d9-4672-9645-4cf84623e06d,Luxeor,santé,CSP+,Paris,381921,45,238,60.09,3322708,51.14
108a715b-dad7-4b5f-be4f-1d60c537f0cd,Bellea,santé,étudiants,Paris,20998,32,242,82.64,2265513,107.92
a1d6e726-4698-48d3-933a-234e3777ac35,UrbanFit,tech,jeunes actifs,Lille,147057,5,145,57.05,964453,40.62
660e9b68-4420-480d-8cd3-b7e5cb7bb2c2,Carrefour Bio,retail,grand public,Toulouse,117777,3,175,96.66,1512656,139.31
9e6ae493-8a99-4944-a363-d84c69ab26e9,Carrefour Bio,tech,familles,Lyon,483208,26,184,54.41,1084108,87.46
7826802a-b4aa-475b-9969-6972206fc254,Maison Nova,luxe,jeunes actifs,Paris,424101,39,299,60.37,2580864,83.23
18c7c3e0-66f7-4ca2-b513-4f35102b8a26,UrbanFit,tech,familles,Marseille,444510,24,172,92.02,674259,110.18
7204fc3d-8954-4412-b294-229f5da9e20d,AutoMotion,tech,étudiants,Toulouse,456379,9,362,53.9,2941891,79.21
005478a5-4118-4c04-95d1-327fdd1d0697,Luxeor,luxe,grand public,Paris,239827,13,346,95.47,3034945,75.01
e60197e2-e74f-4383-a563-12d601ac46f8,Luxeor,santé,étudiants,Paris,195132,10,404,88.75,1701377,112.23
4efebe48-ac3b-492c-ae2e-fe15e7ca4a29,Fresh&Go,luxe,touristes,Nantes,113058,40,298,59.67,1593398,70.45
81e0f107-edfa-42c2-a7a9-5d6398b240a7,TechNova,beauté,touristes,Toulouse,482347,31,90,49.4,3269305,83.24
271f6f6b-a4c1-45bc-a9e2-7d974a4b6d9f,Luxeor,retail,CSP+,Marseille,434371,23,322,57.48,806684,42.09
cd0fdfa1-3b97-4f26-804d-b0a7e407be54,Carrefour Bio,food,jeunes actifs,Lille,187143,31,447,92.69,2835874,152.89
a5de5564-c8aa-4e40-bd91-1fee6bde5804,AutoMotion,luxe,étudiants,Toulouse,92870,42,134,46.43,139513,57.99
a42964e6-c64e-469c-8a55-f3f36bbce7ba,Bellea,beauté,grand public,Lille,203554,15,194,62.57,744631,38.03
8010b177-1527-4fde-b99d-5298fa628dfe,TechNova,banque,étudiants,Nantes,428336,45,460,78.87,189015,89.63
b6f12890-da7a-4eb0-907a-8de48d1fc0fe,Fresh&Go,luxe,CSP+,Nantes,199393,4,281,90.78,711238,64.69
ff92ec0e-a12e-46fa-9a63-95d166b99b8c,AutoMotion,tech,touristes,Nantes,172018,37,218,81.19,661653,40.88
7cd0b1d3-52af-4cde-8dcd-83328d602525,Luxeor,food,familles,Toulouse,209316,27,40,92.24,2869271,151.49
872bc816-54db-46ad-a663-dfeb556dd2c3,AutoMotion,tech,grand public,Marseille,461419,35,435,92.94,1503193,139.85
5a6f4073-4559-4c16-a3ee-193844b3bd7c,AutoMotion,food,familles,Bordeaux,310889,29,67,86.54,3047480,63.02
a7915895-ebbf-42e8-bb39-75192118c16c,Luxeor,beauté,grand public,Toulouse,56812,4,264,76.03,3154800,114.74
76bbdee4-110c-48b7-ad4a-03d67aaa7885,Maison Nova,beauté,grand public,Paris,12329,7,359,84.19,947251,42.31
bb35afb6-6bf7-4b41-a84b-028f8c052ad8,Fresh&Go,beauté,étudiants,Toulouse,388924,32,178,54.2,3211100,64.63
5e73ea81-8df2-4a87-a46d-06403b71bab4,Luxeor,food,grand public,Paris,69689,4,481,50.69,2306991,81.54
2004deb8-80a9-4235-83e1-b5f9119641a3,Bellea,santé,CSP+,Paris,21636,18,579,48.48,1221392,69.98
f0a299ab-b40a-43e7-8199-02029da1066d,Bellea,retail,familles,Lille,21538,41,513,56.13,1552286,50.58
8fc8c0e2-e07a-44db-8865-d7da2a7dabbc,Fresh&Go,retail,grand public,Bordeaux,144561,17,160,49.06,292290,29.23
3af19c39-4be8-4ca3-ac43-3b104c92dde7,AutoMotion,sport,étudiants,Paris,105759,32,70,65.6,1765253,72.34
045592f2-9eba-437e-a302-90d230198726,TechNova,banque,CSP+,Paris,352781,4,528,52.14,877811,66.83
89c22860-d372-4464-a00b-d97b31832812,UrbanFit,tech,touristes,Bordeaux,269932,6,150,79.73,1506282,80.05
7c496e3b-c90f-424b-a6f2-dd4cba840901,Bellea,automobile,grand public,Toulouse,316671,31,142,97.99,2999089,81.99
2a9aba1b-3fa4-4b40-b45a-8abfaec34353,Bellea,sport,jeunes actifs,Bordeaux,115579,37,514,79.35,1046209,49.82
c215bba7-90b7-4f2f-ac3d-7d2565d0f762,Carrefour Bio,banque,étudiants,Toulouse,350852,23,291,87.93,2142683,102.61
226a66d2-9af2-4582-838b-a5f3dbc249d2,UrbanFit,banque,jeunes actifs,Lyon,451543,29,502,50.73,803197,53.63
bc701367-9769-4417-8972-66bf11780716,TechNova,retail,jeunes actifs,Lyon,282954,6,152,76.47,3159918,64.73
2acf97cb-7aa9-4bbb-a962-11cb5ad58702,Maison Nova,santé,touristes,Paris,17530,26,473,89.78,633606,102.24
278d2083-a117-43eb-8350-ef3139cdd8ad,Maison Nova,food,CSP+,Bordeaux,466543,25,204,55.55,2939177,51.6
ce95ecb0-ee9e-4e15-b99d-d31b0f0b2a0b,TechNova,automobile,grand public,Toulouse,353570,10,196,96.3,1285028,78.44
c6089261-3642-488f-b8f9-e206749a2f19,Bellea,retail,étudiants,Toulouse,154300,6,194,77.18,2011090,88.98
62e40408-3fc0-4d23-b932-b99c4fc14dcf,Luxeor,tech,étudiants,Lille,114256,40,530,82.27,1338907,135.49
0f988c2a-70ac-44e4-a230-2327f3510757,UrbanFit,food,touristes,Lyon,214321,16,379,93.25,1552995,99.09
6a15b5d8-9b53-4e6c-8612-7ccaedf29f1d,Carrefour Bio,luxe,jeunes actifs,Nantes,435545,16,323,71.01,1512221,113.03
da9a3c8f-d1e8-47e2-bba4-364e53a967ef,UrbanFit,luxe,CSP+,Nantes,256795,10,285,81.49,3459157,104.02
b51bfd86-5776-4731-992c-801c65dccce6,Fresh&Go,luxe,CSP+,Paris,436509,23,493,47.28,1219456,56.34
851124e4-c3fe-43d6-b3ec-333b15df2904,AutoMotion,banque,familles,Toulouse,376914,32,144,47.84,1338092,67.25
10073b00-22df-4307-b38b-4bd1006acaf8,Bellea,sport,CSP+,Nantes,85978,38,381,61.91,1272919,31.37
7e293e97-ff51-4bca-9f96-e270d6323dba,Fresh&Go,retail,CSP+,Lyon,299016,31,208,95.27,1641898,54.99
c9364496-485a-424a-8168-3bc09314988c,AutoMotion,luxe,grand public,Lyon,232302,7,237,97.65,2044396,147.85
88652d69-c815-4000-b7ff-f25d5b4c8af7,Maison Nova,banque,grand public,Nantes,130161,24,332,56.79,406388,54.63
31d1b387-8e13-4192-9ae5-fca8935fe4da,AutoMotion,automobile,familles,Marseille,78764,40,445,72.77,3347204,58.4
5d5d4393-45bc-419e-a4ff-2730d310b932,TechNova,retail,familles,Toulouse,422012,33,381,65.07,900596,89.25
9cbad9e7-d1ed-48a8-b5b6-054d719509b5,TechNova,retail,grand public,Lyon,303293,37,503,80.38,2884985,91.91
ca8ee862-a530-4d6f-b935-ea024d030bae,AutoMotion,retail,familles,Lyon,117726,17,148,49.55,1210069,41.92
0995c12f-0f54-44e0-b278-4367b7bccbad,AutoMotion,banque,CSP+,Lyon,331588,3,27,74.72,1625720,47.22
098e1315-4c59-4217-b4fb-690fa73ba2b2,UrbanFit,tech,jeunes actifs,Toulouse,255859,14,397,62.35,2482617,57.89
c04376f4-759b-423e-991a-f1f40b6ee041,TechNova,beauté,jeunes actifs,Bordeaux,447217,18,432,92.28,528172,135.99
0f012ee4-e799-42a6-98ae-11b37430feda,Bellea,retail,jeunes actifs,Lille,185692,20,38,74.84,620239,81.45
ae677c9d-39e4-483c-a45c-ec4a5fb1a015,Fresh&Go,sport,étudiants,Bordeaux,394521,13,389,62.09,1669005,90.21
489e2db6-5cf5-4e46-84b0-8ad623c43629,UrbanFit,tech,étudiants,Nantes,11708,30,468,62.91,534313,80.13
02a95794-46c9-44e0-9fff-fcee2d9d36ca,Fresh&Go,beauté,CSP+,Lyon,130495,43,293,61.57,213797,58.42
84294819-053f-4dd2-9817-3649008e40f1,Maison Nova,banque,étudiants,Marseille,332429,19,316,64.81,1924827,40.04
d704f1c7-8613-413e-b723-40d4f876d2b0,UrbanFit,santé,familles,Marseille,178543,16,179,48.62,2912856,52.35
f6b1ae55-4695-4eec-ac32-c0d5cc6f1636,Fresh&Go,beauté,familles,Lille,257126,33,124,54.1,2505670,48.38
068a3fad-923e-437b-b5c7-432f0e540c4b,Carrefour Bio,sport,étudiants,Lille,476089,41,388,51.17,2198637,72.91
aa1442f6-6049-451e-abbe-bacdad404cea,AutoMotion,luxe,touristes,Bordeaux,176840,4,467,83.16,1770088,123.33
217ffe3b-8f5b-4147-9fcc-56f7797b7bc9,TechNova,automobile,étudiants,Nantes,330642,33,385,87.83,1167220,70.7
f50700df-032c-4762-a9f2-8f2b966b645a,Maison Nova,banque,familles,Bordeaux,333053,43,523,54.87,2253135,65.43
1a35c6fb-7fda-4e6c-9235-42576ee9d060,Maison Nova,retail,étudiants,Marseille,115987,4,169,46.17,3234783,41.13
2c3653d6-9a1e-4035-9c54-fd3a728babed,Carrefour Bio,banque,étudiants,Bordeaux,90899,34,92,52.55,743211,29.99
87c4c893-0206-4b2f-805c-280d63e25560,Bellea,tech,CSP+,Lyon,163199,44,319,80.52,1070481,40.46
f550f7f0-b769-4f3e-a996-b33e3b1dfd81,Maison Nova,tech,touristes,Marseille,309877,15,499,80.54,3304846,110.83
b1cbb468-e7b9-45de-a2b5-84ee46d74248,Fresh&Go,food,étudiants,Lille,285563,23,50,51.0,433446,70.41
07f51196-3ebb-4d2b-9330-b0d69aeafb5d,AutoMotion,banque,CSP+,Toulouse,391948,31,319,49.63,566359,66.39
25daeb62-b52d-4c8a-b9d5-ddec00772b28,AutoMotion,tech,jeunes actifs,Bordeaux,256308,18,146,70.01,704786,57.13
3ad753ee-1e05-4e7d-a378-b8dea70c198a,Luxeor,automobile,touristes,Lille,6388,28,579,77.4,1920407,122.15
2b004fc1-df5c-4857-825d-98761111b48f,AutoMotion,sport,CSP+,Marseille,362361,25,552,81.58,3160536,64.48
01cfde4d-be3d-4f39-b200-d046a4ef93b8,TechNova,luxe,grand public,Toulouse,449994,27,278,55.21,3489173,87.66
840ebc57-d062-42c4-91c3-7702a9daba6b,Fresh&Go,sport,étudiants,Lyon,38948,44,500,57.17,2318881,61.61
6749c726-fc52-4367-a9e0-3e7dccc11bcd,Maison Nova,sport,jeunes actifs,Marseille,307909,3,175,89.86,2567740,127.03
062ef6b0-30c6-4e83-9926-d553fc609867,UrbanFit,automobile,jeunes actifs,Lyon,274268,9,129,84.92,3498605,106.1
fb0458a4-f802-443e-b525-b2ef3f4bd6ec,Fresh&Go,beauté,étudiants,Toulouse,444205,32,191,57.21,3200790,36.09
8288b0a7-2dd1-4a34-b0fc-0f7e8ad010e1,Carrefour Bio,automobile,CSP+,Lille,122249,21,195,66.98,908630,92.86
e5c3e6a2-19d9-4bda-95a7-70e707e1381f,TechNova,food,touristes,Lille,134433,15,35,76.91,1419480,69.51
17c2cfc5-bcf9-4459-b5ee-2bcc243dfd20,Luxeor,tech,CSP+,Lyon,370117,16,151,83.41,598884,90.21
63a5f42e-4905-468b-92d9-cb02ec9354b1,AutoMotion,sport,grand public,Lille,207208,5,101,47.54,2763897,37.95
8d3c93e2-9325-40d5-a3b7-e333d1ad4d9f,Carrefour Bio,beauté,familles,Paris,231467,32,18,69.52,1565151,55.56
1ffcfe11-a5b0-4da6-897d-872ae5290e87,Bellea,tech,grand public,Lyon,171928,8,150,82.3,2688473,73.29
8c5492d5-350e-441e-bf8f-6d46ca061d4a,Luxeor,santé,grand public,Marseille,31765,12,451,87.66,2887100,45.68
788f2e44-2ac4-49f1-a747-ca3db96ebed5,Carrefour Bio,retail,CSP+,Lille,461005,24,121,75.64,3453786,102.41
75c3e23c-3a8c-4c70-aa10-23bf8edad674,Bellea,retail,familles,Marseille,157839,32,15,70.52,2512700,37.18
bcb31758-9cc6-4c51-a50a-e8006d6f79a2,Maison Nova,food,familles,Lille,346760,12,406,93.61,2805906,110.57
5a53ed26-2b62-42cb-b5d9-46de7d13132e,AutoMotion,sport,familles,Bordeaux,57125,32,448,76.16,991921,84.09
34c32ff1-5e77-4cc5-8fd8-6c016fcedc90,TechNova,automobile,familles,Lille,22779,9,585,51.91,2765745,48.9
29664c19-5d48-4f26-83e6-fc3894c2ae67,Luxeor,sport,CSP+,Lille,104618,3,56,48.41,3147798,29.7
ee2c30a0-0e22-472f-8634-320012d83946,AutoMotion,tech,CSP+,Lyon,31722,34,513,87.8,960366,44.76
10ee6c21-a15c-4d03-bd8a-5997b73d4d44,Luxeor,santé,étudiants,Lyon,470134,10,123,69.87,2611616,88.58
b7ea0aaf-9df5-4e62-bc94-c871f49a46d7,TechNova,santé,touristes,Bordeaux,228600,43,27,71.09,2344109,100.34
1b089492-4fc7-4328-b4bd-18ec8d38c0e6,TechNova,tech,grand public,Paris,10502,9,464,83.46,1381284,88.38
21234005-10bb-4b9c-bb3b-1f1851d4741d,TechNova,luxe,étudiants,Lille,23707,30,202,50.13,1473626,74.2
4fe167f2-3665-4f9c-a74d-5eb4b28abd20,Carrefour Bio,banque,touristes,Paris,479710,24,472,55.36,2171299,49.31
ea15e601-6044-4541-9e4a-0b4b11744286,Fresh&Go,luxe,touristes,Paris,163334,11,352,67.46,816308,92.19
02cdf44a-da8f-4baa-a30b-e399783a50c6,UrbanFit,banque,touristes,Paris,300086,25,225,95.32,85749,53.64
9035db2b-0c2f-45d4-a7ac-e5ebeb9875b5,UrbanFit,banque,grand public,Paris,177683,10,59,79.58,1624330,86.66
fe728a48-9ee3-4474-be6c-b5c698e37820,Luxeor,retail,touristes,Toulouse,127847,35,590,65.89,2041662,97.22
f355e89f-e3f7-42eb-9619-b2230c79de6c,Bellea,santé,familles,Lyon,65925,25,203,75.09,1729715,127.27
7edc254e-8b19-4a42-b39a-edf0ac962cba,UrbanFit,beauté,CSP+,Nantes,324782,9,460,74.37,1150083,117.8
84cabf0f-8894-433c-8215-23999f46fee2,Luxeor,tech,étudiants,Lyon,50945,33,98,62.37,2259794,51.74
d179c8e6-284f-4355-9c24-69dd14ed7718,Bellea,retail,grand public,Lille,148183,15,486,50.86,1333999,54.23
3f7a05aa-392b-4169-872e-da99844c519d,Carrefour Bio,retail,grand public,Marseille,150752,39,17,96.8,2149403,75.98
86ffe44a-71a6-47a0-b614-f8345e502da7,TechNova,banque,jeunes actifs,Lyon,131330,12,159,92.85,232447,87.0
29e631bb-04b6-4140-95bc-ee4e8237cdc0,Maison Nova,retail,étudiants,Lille,278207,11,469,89.25,1754859,51.33
efcbdee7-2c4a-4fe3-be31-ee057b75f114,UrbanFit,retail,CSP+,Lille,355978,32,573,61.29,511326,79.22
24911f47-5082-4a16-80ee-94b751b0aeae,Luxeor,santé,étudiants,Lille,79905,29,448,55.76,2913274,49.17
c6cbb118-3653-457b-9b7c-fabb05b1c5ec,UrbanFit,sport,étudiants,Toulouse,206992,28,197,96.15,2723976,143.73
e35b4324-a661-45c2-8806-da615a4f7470,Carrefour Bio,food,étudiants,Bordeaux,176700,36,126,70.2,1792903,85.15
243316c8-e99d-488d-9e92-77e6241d0e29,Fresh&Go,tech,jeunes actifs,Marseille,153248,35,220,53.11,477606,54.44
37e882c4-2d0d-4a6b-baa9-ecbbbb2232f2,Luxeor,santé,CSP+,Nantes,180023,18,24,57.35,517353,29.34
d7d10235-2289-4690-8c61-dfc3b241b02e,Bellea,banque,grand public,Marseille,493213,44,378,74.13,1769222,81.34
7a114faf-4076-4316-8a58-a0fed8848164,Maison Nova,automobile,étudiants,Bordeaux,94615,14,47,93.89,55806,129.69
78290a12-c8e4-4ea0-83f5-0204581b1d55,UrbanFit,banque,familles,Paris,52696,4,553,81.05,2194027,67.18
2c7f938f-f09b-4cbc-8469-2352aeb0bdde,Bellea,food,étudiants,Bordeaux,301697,37,20,52.0,2840814,75.89
6d4fc6fb-dbae-4d3c-8b25-3a10ab31a0d4,Fresh&Go,sport,CSP+,Lille,227126,20,346,90.39,874230,106.48
37a2fdce-af37-4e57-8ef9-0a2cfb8e3e91,Bellea,luxe,grand public,Marseille,429688,30,136,48.18,302772,56.77
f6c482fe-4bf2-4b4c-a8db-7bd6eb3b35e0,Bellea,sport,familles,Toulouse,184492,33,506,74.47,2206178,89.88
b0fb90ae-99df-4aa5-a0d7-a18e2f4597c8,UrbanFit,tech,étudiants,Nantes,492334,11,433,79.19,1753465,81.3
9a9f612e-eb0e-46c1-8240-a75fbce7dcad,Bellea,food,touristes,Nantes,246795,13,333,46.24,1265404,57.74
eb000208-05b3-4758-b011-91a86e2a9561,Maison Nova,banque,touristes,Marseille,19046,15,410,77.84,1279242,112.58
56f0b1a5-0791-4172-9fd8-0691e40618be,Luxeor,automobile,CSP+,Toulouse,58073,30,546,90.59,1767595,113.54
2a6cda45-eb96-4eb4-b4a3-5a0cdd653f8f,Maison Nova,beauté,étudiants,Marseille,329664,12,598,82.1,752733,136.58
9dec3f15-a66d-4322-9824-441e20128b22,TechNova,banque,grand public,Nantes,462860,22,472,46.63,2275287,75.11
aeb6b480-5272-4acd-b9dd-efba281df25f,Luxeor,automobile,familles,Toulouse,438894,11,232,64.82,3489678,71.19
6579ba83-29fc-448f-a506-d959e2f29729,Bellea,luxe,touristes,Lyon,145680,12,143,54.14,733316,64.29
8f73b036-ba2f-488a-ba2c-d73e1a402f02,Fresh&Go,santé,jeunes actifs,Lille,240743,21,168,90.52,3065853,115.14
870b4990-0df8-43a3-8264-23beb5414d9d,UrbanFit,tech,jeunes actifs,Nantes,71975,9,195,89.69,1385704,71.39
f48ac2af-14ed-4c14-b324-12106fa18a80,AutoMotion,food,étudiants,Bordeaux,158210,45,326,97.86,2773662,163.76
b69624df-05ed-4ff6-894a-1f04a83bef3b,Fresh&Go,retail,CSP+,Bordeaux,221534,32,551,61.41,1245143,77.56
0bf129d5-ca61-4ea4-905e-8d80cfa78549,Luxeor,tech,grand public,Marseille,140250,43,128,82.98,3191542,121.93
4b0a011f-d0f5-4cc8-a456-844866023143,Maison Nova,retail,touristes,Bordeaux,356438,20,64,69.7,877763,74.97
2d0b6d73-0e21-45fe-bd42-d3dafd0f6512,Carrefour Bio,automobile,jeunes actifs,Lyon,164536,38,591,82.57,2017208,70.11
c9be772a-c945-42ec-8d2c-b3bf9bb6e7e1,AutoMotion,food,étudiants,Marseille,16968,36,420,45.38,807127,27.68
5db117e7-a298-43a0-b706-d904022cafac,AutoMotion,tech,jeunes actifs,Paris,9886,30,149,63.29,2917048,49.51
