panel_id,city,latitude,longitude,district,format,screen_type,visibility_score,daily_traffic,audience_csp_plus,audience_young_active,availability,maintenance_status,mall_name,poi_nearby,price_per_day
d85227f0-ed94-4e65-839b-fd43b9a83217,Toulouse,43.625971,1.41783,Zone Commerciale,Grand format digital,digital,90.01,31984,70.46,31.85,False,maintenance,Retail Avenue,centre commercial,928
33c26661-3ea4-4239-b0a0-8f443b1d5895,Toulouse,43.616807,1.479135,Centre,Écran galerie,premium_digital,66.12,53583,38.3,64.2,False,ok,Carmila Shopping,stade,1140
c9573a14-b5bd-48f4-9441-88f147735beb,Lille,50.557235,3.017172,Premium,Écran galerie,street_digital,91.66,61029,30.0,49.85,True,ok,Galerie Marchande,université,993
020350d0-bb41-4634-9827-c74d23430597,Lyon,45.802985,4.831648,Quartier Affaires,Écran galerie,digital,59.26,33606,82.99,35.8,True,ok,Grand Centre,centre commercial,560
1f0fe2c2-e58a-4e88-bd1a-0970332fa4cf,Marseille,43.270236,5.432684,Quartier Affaires,Grand format digital,street_digital,49.43,20969,37.34,67.05,True,maintenance,Retail Avenue,cinéma,207
5c87dd5e-47d5-44e8-90b7-77ea32e9de0b,Lyon,45.817263,4.818016,Quartier Affaires,Écran galerie,street_digital,87.34,3760,84.25,72.42,True,maintenance,Galerie Marchande,université,1198
e8b3504a-5610-4f48-8295-c934bf02df39,Nantes,47.23492,-1.598314,Gare,Écran galerie,premium_digital,57.07,58325,56.42,44.16,True,ok,Galerie Marchande,aéroport,1173
61d6456d-8270-440e-bfaf-85320c87b7bc,Paris,48.921709,2.366903,Quartier Affaires,DOOH 8m2,street_digital,81.46,12203,68.21,25.18,True,maintenance,Grand Centre,cinéma,771
54f2a4a4-89a1-4e82-a615-72c7f5ef8edd,Nantes,47.279142,-1.589079,Gare,DOOH 2m2,digital,97.32,56455,38.92,21.14,False,ok,Carrefour City Mall,université,586
94ba9449-964e-4bca-8fee-54d88105f8a7,Lyon,45.818277,4.855114,Quartier Affaires,DOOH 8m2,digital,58.12,63270,70.21,57.3,False,ok,Carmila Shopping,stade,717
fdca6df3-8154-444b-96fa-c750444f4554,Paris,48.86919,2.420822,Gare,DOOH 2m2,mall_screen,76.67,50392,49.75,68.63,False,ok,Galerie Marchande,aéroport,327
14883300-18c6-4001-8114-e41594dda1b0,Nantes,47.295815,-1.508378,Premium,Écran galerie,digital,64.1,57348,69.61,20.17,True,maintenance,Retail Avenue,cinéma,821
7ac10c0a-e4b4-47c7-8e79-4f52dc4e4adf,Toulouse,43.667352,1.437758,Premium,Écran galerie,street_digital,53.41,24286,75.03,87.41,True,ok,Retail Avenue,restaurant,629
713048f6-c448-4296-8d47-2118e3e1cc54,Marseille,43.352774,5.422717,Zone Commerciale,Totem digital,premium_digital,49.77,60287,38.29,49.85,True,ok,Retail Avenue,gare,514
427a5bb0-77d1-44b6-9654-9c1340d1c4c2,Marseille,43.344153,5.344254,Zone Commerciale,Grand format digital,premium_digital,93.42,37411,61.68,53.75,False,ok,Retail Avenue,cinéma,1085
ad7f1253-a9f4-45c5-9320-868fca0b8266,Lille,50.676069,2.992189,Université,Grand format digital,mall_screen,57.19,33090,42.97,58.62,True,ok,Grand Centre,cinéma,1009
a106a99a-2234-42aa-887b-6f587e5a1b98,Marseille,43.26556,5.326686,Université,Écran galerie,mall_screen,84.67,42559,28.97,55.19,True,ok,Galerie Marchande,centre commercial,1154
2e541046-6d66-4909-a906-7fcc5dc77e9c,Bordeaux,44.80308,-0.643116,Centre,Grand format digital,mall_screen,55.68,31016,47.07,37.67,True,ok,Carmila Shopping,gare,1085
458c3c74-5cb2-4009-90f7-67f60d5a1270,Paris,48.916235,2.36405,Premium,DOOH 2m2,street_digital,70.82,58933,45.55,87.41,True,ok,Retail Avenue,gare,231
8dddaaad-cadf-469c-bfc8-be11460d14d0,Bordeaux,44.858511,-0.650623,Retail Park,Grand format digital,premium_digital,53.21,74972,91.18,21.39,True,ok,Galerie Marchande,cinéma,859
934beddf-684b-47f9-8025-a2c0b3e760dd,Lille,50.694561,3.024877,Gare,DOOH 8m2,mall_screen,77.37,57407,42.9,61.58,True,ok,Carrefour City Mall,stade,401
186385f6-074d-4a90-922d-0101b3ebe8f9,Lyon,45.71181,4.76771,Université,Écran galerie,digital,45.15,60248,71.7,50.24,False,ok,Carmila Shopping,université,621
c5141a31-0228-4221-b4c6-c15fe2db8495,Nantes,47.265,-1.539234,Gare,DOOH 2m2,digital,89.21,27128,51.89,55.84,True,ok,Carmila Shopping,stade,709
85e4d135-28cc-4199-a906-c0fb8d659f02,Bordeaux,44.877633,-0.568127,Zone Commerciale,Écran galerie,digital,60.87,17499,55.15,37.81,True,ok,Galerie Marchande,restaurant,161
b732ac50-1873-47ce-b886-c000bd8402ff,Lille,50.666725,3.073894,Université,Totem digital,digital,46.42,31205,92.14,77.7,True,ok,Carmila Shopping,stade,1043
ef6a1c0b-f7f6-4b03-a788-0f3a433fed34,Bordeaux,44.862042,-0.512628,Quartier Affaires,Totem digital,digital,54.98,77920,52.69,76.07,True,ok,Carmila Shopping,cinéma,755
23af1870-4777-46e3-8fc5-10e53f026bad,Lille,50.660188,3.023415,Zone Commerciale,Grand format digital,digital,96.99,73302,22.75,21.6,True,ok,Galerie Marchande,stade,1026
4141d66a-8c8d-4da4-b144-4e5f5724fdbd,Lille,50.557873,3.06025,Zone Commerciale,Écran galerie,digital,79.24,66538,66.91,72.0,False,ok,Carrefour City Mall,université,570
13e83f94-a0a3-4319-8ab1-35b3f4bffdf9,Toulouse,43.550041,1.452334,Premium,DOOH 8m2,street_digital,75.37,13417,36.85,78.11,False,ok,Grand Centre,aéroport,1122
a8f498e2-97f2-45a6-a45e-84addb324f48,Toulouse,43.568448,1.497756,Gare,DOOH 2m2,mall_screen,98.91,33146,54.26,25.85,False,ok,Retail Avenue,aéroport,776
af3d60cf-c7d0-4680-b241-5e98c6010e42,Nantes,47.219638,-1.502312,Retail Park,Écran galerie,mall_screen,60.56,40332,82.81,58.49,True,ok,Grand Centre,cinéma,1192
f235b799-cc92-4960-8ee6-f0aff1663920,Lille,50.622055,3.028784,Zone Commerciale,Écran galerie,street_digital,55.38,32500,62.88,32.52,True,maintenance,Carmila Shopping,aéroport,1094
303c4dda-c5f4-4a92-9926-956710635b01,Paris,48.796799,2.426657,Gare,Écran galerie,premium_digital,63.26,14354,85.56,48.02,True,ok,Carrefour City Mall,aéroport,1041
87358ebc-8bba-455d-851b-a965c4112325,Nantes,47.293473,-1.57943,Université,Écran galerie,digital,83.1,11727,83.88,78.93,True,ok,Galerie Marchande,université,220
cf6855a5-6141-4ef1-9b82-e768b63b908f,Lyon,45.784986,4.903049,Gare,Totem digital,digital,99.86,13046,52.55,22.38,True,ok,Carrefour City Mall,cinéma,744
40d353f2-6600-4e06-b4e6-6b847cde3272,Nantes,47.147379,-1.576246,Retail Park,Écran galerie,premium_digital,68.69,33207,59.84,57.44,True,ok,Retail Avenue,gare,373
6169d9f9-7768-4caa-8689-72de3f301079,Lyon,45.757784,4.796336,Zone Commerciale,Totem digital,mall_screen,59.04,2431,87.42,49.89,True,ok,Retail Avenue,gare,592
0d43c98f-59d3-409d-80ea-ec234f634253,Lille,50.684449,3.009175,Quartier Affaires,DOOH 2m2,street_digital,66.16,64535,28.0,43.6,True,ok,Grand Centre,aéroport,96
12f3049d-608c-482c-9de9-de1b36787a08,Bordeaux,44.896211,-0.53467,Retail Park,Totem digital,premium_digital,98.55,80682,75.89,77.46,True,ok,Carmila Shopping,centre commercial,593
5d80e8fb-dcc6-4f1f-9b2f-713314733602,Toulouse,43.645592,1.486995,Centre,Grand format digital,mall_screen,82.45,19127,67.12,82.76,True,ok,Carmila Shopping,cinéma,264
5ed8bd3b-2d2e-42fa-88f5-5e76e735c910,Marseille,43.268775,5.35628,Quartier Affaires,Écran galerie,mall_screen,56.04,71901,85.73,42.44,True,ok,Grand Centre,centre commercial,315
18856909-041f-4d8c-a567-8a14d0b61958,Lille,50.703263,2.999821,Quartier Affaires,Grand format digital,digital,98.16,53289,92.55,75.34,True,ok,Retail Avenue,gare,834
14a5ff62-755a-4359-9c9a-1537f423aea2,Toulouse,43.644542,1.406146,Quartier Affaires,Grand format digital,premium_digital,65.96,84895,90.52,23.13,True,maintenance,Carrefour City Mall,restaurant,1030
ef413deb-32cc-4858-97e6-716baabbe822,Toulouse,43.57305,1.429527,Zone Commerciale,Écran galerie,mall_screen,52.69,6077,42.83,51.95,False,ok,Galerie Marchande,centre commercial,938
6b775079-1369-4552-97e0-47f558683f7f,Bordeaux,44.876563,-0.634476,Quartier Affaires,DOOH 8m2,street_digital,67.82,14178,82.53,61.17,True,ok,Retail Avenue,aéroport,563
d7684ce6-a2d7-4381-b57b-39cb0fe65b20,Nantes,47.19643,-1.476652,Zone Commerciale,DOOH 2m2,premium_digital,65.2,48212,24.54,35.69,True,ok,Galerie Marchande,stade,123
6e7b3722-e609-4e3a-afd1-9059462c0dea,Paris,48.902487,2.311171,Premium,DOOH 8m2,mall_screen,51.93,75200,35.39,77.24,True,ok,Carmila Shopping,stade,85
ab94f292-df59-4ba4-9151-ac9c886a3427,Marseille,43.353845,5.31295,Premium,DOOH 8m2,mall_screen,52.15,34053,79.89,23.24,True,ok,Carrefour City Mall,université,436
1e5b8b4f-888c-42f4-aeb4-681cdd8602b5,Marseille,43.224884,5.408475,Gare,Grand format digital,digital,73.93,9530,55.72,73.35,True,ok,Galerie Marchande,restaurant,697
0addf2e3-c354-4b04-b7fa-00de3ad1ad52,Lille,50.652135,2.982284,Quartier Affaires,Grand format digital,premium_digital,99.92,53840,51.97,23.1,True,ok,Carrefour City Mall,gare,338
e4a467f9-4900-40af-af09-75f26b1158f4,Marseille,43.316391,5.383458,Premium,DOOH 2m2,premium_digital,84.17,51125,94.6,54.79,True,ok,Retail Avenue,gare,1004
b2a787f9-3804-452b-9fb1-c11413ce37c4,Lyon,45.75021,4.888087,Zone Commerciale,DOOH 2m2,digital,66.93,13663,43.44,38.44,True,ok,Carrefour City Mall,aéroport,270
eca4ca2e-ad82-46e9-b690-8984825e21a0,Lille,50.56465,3.095507,Quartier Affaires,Écran galerie,digital,89.65,74124,24.5,86.75,True,ok,Grand Centre,cinéma,719
78c90ec7-215e-4b6c-9f4a-c95c4c6157bd,Marseille,43.233076,5.370986,Quartier Affaires,Grand format digital,premium_digital,53.51,64401,36.82,23.12,True,ok,Retail Avenue,stade,133
b8aa51a3-c8ca-4c71-a986-ddbf5c0dbd11,Bordeaux,44.906453,-0.526486,Premium,DOOH 8m2,street_digital,59.71,24847,40.5,72.18,True,ok,Carrefour City Mall,centre commercial,370
8f83d4d0-29ce-47c9-a0f0-cec55259272a,Toulouse,43.626008,1.369105,Premium,Grand format digital,digital,86.04,29397,48.21,49.02,False,ok,Carrefour City Mall,université,398
8097a0d4-1b79-4697-bb73-75d34a107d41,Lyon,45.80471,4.763662,Retail Park,DOOH 2m2,mall_screen,49.49,59279,69.65,51.42,True,ok,Retail Avenue,stade,307
35de4e3b-fc86-4f5d-831f-ee8b5d83abc5,Marseille,43.325015,5.384701,Gare,DOOH 8m2,mall_screen,73.98,41625,23.41,44.64,True,maintenance,Grand Centre,université,751
55b58bb5-14ae-42c9-bc83-5235f0d96a35,Paris,48.777837,2.391722,Centre,Écran galerie,digital,54.66,51034,59.94,32.26,True,ok,Retail Avenue,université,118
cc147192-3e41-4472-a9b4-258cccdd57a7,Lille,50.696586,3.115238,Gare,Grand format digital,street_digital,76.67,76356,50.33,63.01,True,ok,Grand Centre,université,260
b3b91775-fdd3-4288-beae-ab53ecb2b666,Lille,50.684317,3.016231,Gare,DOOH 2m2,digital,77.39,69876,25.9,80.29,True,ok,Galerie Marchande,stade,1124
ae72a696-83b8-42ce-b024-17b145544013,Lyon,45.828948,4.8116,Premium,DOOH 2m2,premium_digital,85.01,20558,37.72,25.98,False,ok,Retail Avenue,stade,1030
a3289888-dc0d-4132-b922-b51f87e039cd,Nantes,47.228598,-1.540885,Gare,Écran galerie,digital,82.46,75189,68.22,88.99,True,ok,Retail Avenue,université,985
82383e21-e8ef-496c-a404-ce1a5216b5af,Toulouse,43.573151,1.408148,Centre,DOOH 2m2,street_digital,48.09,67697,25.56,49.63,False,ok,Retail Avenue,université,164
c089786e-5d12-4f3d-8c36-a7b27ae3d877,Lille,50.694648,3.068765,Quartier Affaires,DOOH 2m2,premium_digital,55.35,80499,55.67,26.31,False,ok,Carrefour City Mall,stade,587
b4b8dd2b-a95d-4c20-84fe-2b911d386863,Toulouse,43.594741,1.434507,Retail Park,DOOH 2m2,mall_screen,73.75,22007,47.29,83.85,True,ok,Carrefour City Mall,aéroport,755
14d515c3-6772-4b02-b26a-9b0a5f43195f,Paris,48.865874,2.33405,Quartier Affaires,Écran galerie,premium_digital,58.86,80197,85.5,40.0,True,ok,Galerie Marchande,université,253
8b7c2aa5-4953-4c99-930b-33196107685a,Marseille,43.305928,5.392759,Centre,Écran galerie,mall_screen,63.07,17950,70.26,77.17,True,ok,Carrefour City Mall,restaurant,822
cabf5071-1c9c-47f1-81cb-71724e6ba386,Marseille,43.245342,5.324071,Centre,Grand format digital,digital,97.12,64936,34.4,90.0,False,ok,Grand Centre,stade,348
3628f961-997b-42eb-a875-24493097d4fa,Bordeaux,44.818075,-0.63324,Université,DOOH 8m2,street_digital,90.72,83085,80.68,27.42,True,ok,Galerie Marchande,aéroport,663
d45cccfa-21ad-4b04-9639-039d03603399,Nantes,47.258166,-1.561772,Retail Park,Écran galerie,street_digital,74.37,41762,92.42,73.83,True,ok,Grand Centre,aéroport,862
a4579968-284d-40b1-b57c-31325c700f5b,Bordeaux,44.842194,-0.504597,Centre,Grand format digital,digital,89.93,80454,30.38,33.75,True,ok,Grand Centre,restaurant,251
90c508ca-c280-4f55-8138-790ce9b1b4a1,Nantes,47.16405,-1.561709,Zone Commerciale,DOOH 2m2,street_digital,73.23,58540,26.88,83.29,True,ok,Galerie Marchande,gare,845
873d5f55-307e-43f5-a28f-fdfff5ef380d,Lyon,45.745787,4.768757,Centre,Totem digital,street_digital,57.35,42970,89.81,77.94,True,ok,Carmila Shopping,centre commercial,1040
901571eb-d0f0-4ffd-bf30-76d106233b83,Lille,50.647656,3.122237,Premium,Totem digital,premium_digital,46.05,29466,82.62,56.16,True,ok,Grand Centre,gare,329
759b4f53-a7f6-40ec-bce2-36ff493d8888,Paris,48.81475,2.374432,Retail Park,DOOH 8m2,premium_digital,79.25,9432,28.31,82.89,True,maintenance,Grand Centre,restaurant,959
87e7e360-4e37-466b-b820-e4fc1708ec76,Paris,48.87497,2.31069,Retail Park,Grand format digital,digital,67.91,12421,59.26,42.05,True,ok,Retail Avenue,stade,1042
42e47236-6357-4104-86f8-75e9a28cd011,Paris,48.878307,2.429166,Premium,Grand format digital,mall_screen,58.95,3328,46.78,20.07,True,ok,Carmila Shopping,gare,170
225acb51-b3c6-4925-ac80-27a2cc93f2fa,Marseille,43.303862,5.419961,Premium,Écran galerie,digital,54.63,62099,93.56,50.89,False,ok,Grand Centre,aéroport,492
2fa92ee1-ce26-4366-ba72-499231a73169,Paris,48.903177,2.413926,Université,DOOH 8m2,mall_screen,62.36,41842,58.65,89.18,True,ok,Grand Centre,stade,177
e2f6adb2-6569-447e-b33a-18268ba2e0ed,Nantes,47.243317,-1.589885,Zone Commerciale,Écran galerie,mall_screen,88.96,58472,86.71,70.75,True,ok,Galerie Marchande,centre commercial,626
4ca75952-210f-4a1b-86cd-a4d820695b88,Nantes,47.151618,-1.56568,Zone Commerciale,Grand format digital,street_digital,68.68,24852,60.91,39.09,False,ok,Carmila Shopping,université,989
df86a0d0-f5dc-4c9c-b718-9b4a7d03b477,Marseille,43.288041,5.40609,Université,Écran galerie,mall_screen,95.14,81789,94.86,35.59,True,ok,Galerie Marchande,gare,407
40ecdf05-16d3-4497-9fe4-90536539c391,Paris,48.799445,2.369412,Centre,Grand format digital,premium_digital,87.97,5761,29.47,32.7,True,ok,Retail Avenue,restaurant,839
22e56d02-50d6-432b-a059-a8c93848f353,Marseille,43.28753,5.302102,Gare,Écran galerie,street_digital,52.57,49296,49.85,63.72,True,ok,Galerie Marchande,aéroport,321
a538e292-4cc3-483d-9fb4-19bd6741e1d7,Marseille,43.340494,5.402446,Centre,Écran galerie,premium_digital,56.8,81399,41.42,83.74,True,ok,Retail Avenue,stade,259
1444c3ca-5cb4-436b-a25b-7d7e54a259f9,Nantes,47.247509,-1.498317,Université,DOOH 8m2,mall_screen,62.58,46737,73.22,56.25,True,ok,Galerie Marchande,centre commercial,539
8ae32e6e-4e70-4163-ba16-198d0b5c73fc,Paris,48.934221,2.398931,Gare,Grand format digital,digital,58.02,65952,21.97,56.55,True,ok,Carrefour City Mall,restaurant,713
3e0ad393-8370-475c-95f9-2138843d1d26,Lille,50.709135,3.092319,Zone Commerciale,Grand format digital,mall_screen,73.91,54865,81.75,20.53,True,ok,Carmila Shopping,cinéma,452
1c5f23ce-1132-4591-952b-efd08f2526c5,Nantes,47.293002,-1.564381,Gare,Totem digital,mall_screen,95.09,8463,82.35,53.86,True,ok,Carrefour City Mall,aéroport,593
f74ba17e-da5f-4f4f-88ae-e4a22d0156e8,Lyon,45.785609,4.843835,Gare,DOOH 8m2,mall_screen,51.88,40891,66.08,22.01,True,ok,Galerie Marchande,restaurant,164
9baf1310-8dff-49b1-a3c1-0b00c3354034,Nantes,47.276605,-1.620604,Zone Commerciale,Grand format digital,mall_screen,97.17,76798,39.85,30.81,True,ok,Grand Centre,gare,1069
bff9c6d8-d992-443a-aae4-c69ab27dd1e6,Lyon,45.81275,4.865299,Retail Park,DOOH 8m2,mall_screen,61.36,10764,71.65,26.86,True,ok,Grand Centre,université,787
8dcc25f4-c111-4a22-8cff-3b2d1cb597bd,Lille,50.570123,3.036586,Quartier Affaires,Écran galerie,street_digital,75.89,43027,38.13,24.19,True,ok,Carmila Shopping,gare,407
642347ee-af19-4d8d-8636-c2f82bca2a52,Nantes,47.19079,-1.54117,Centre,Écran galerie,street_digital,62.2,22085,57.37,53.6,True,ok,Carmila Shopping,gare,520
0c0ceb57-160f-4468-8c34-3782406be7db,Bordeaux,44.814263,-0.651114,Université,Totem digital,street_digital,72.22,62880,41.43,15.61,False,ok,Grand Centre,université,172
8cda66ad-8317-4fbe-b659-4ef959bd0d5c,Lille,50.557385,3.067191,Université,Grand format digital,digital,64.94,39027,25.51,52.82,True,ok,Carmila Shopping,restaurant,278
eef15f98-0967-43aa-9e14-42a022aad978,Lille,50.608912,3.135186,Centre,DOOH 8m2,mall_screen,75.68,49120,76.62,29.93,True,ok,Retail Avenue,gare,1143
0df1cb22-fcdd-4431-9e6e-3822a299430c,Lille,50.573031,3.120201,Quartier Affaires,Grand format digital,street_digital,52.69,81556,43.89,44.47,True,ok,Galerie Marchande,restaurant,693
28fe59c3-5748-43ed-bfbe-2dd24c578b5c,Lille,50.67972,3.036237,Retail Park,Écran galerie,mall_screen,82.06,55796,63.78,74.76,True,ok,Galerie Marchande,gare,546
52ec2135-f8af-4535-9e20-24cb1f717c60,Toulouse,43.532917,1.441072,Université,DOOH 2m2,premium_digital,73.83,82430,78.1,43.51,True,ok,Carrefour City Mall,restaurant,983
4194be73-ea93-474c-9ec3-a6c0723dfbec,Marseille,43.283505,5.355874,Université,DOOH 8m2,premium_digital,56.21,66974,78.12,84.04,True,ok,Galerie Marchande,gare,745
a8e733e2-9c70-4ba3-a04f-709481d18585,Toulouse,43.601239,1.424492,Université,Totem digital,street_digital,97.62,61449,88.41,40.67,True,ok,Carmila Shopping,aéroport,584
ef25166f-c5c4-42bc-861d-5681b91b4df6,Marseille,43.305794,5.325779,Quartier Affaires,Grand format digital,mall_screen,98.51,40208,77.84,67.87,True,ok,Grand Centre,cinéma,329
43e8838b-84f0-40f7-a542-5c5d6b5a107d,Bordeaux,44.86606,-0.598449,Centre,Totem digital,street_digital,98.91,46437,91.6,75.35,True,ok,Grand Centre,aéroport,1061
62a9f87e-7913-4a2a-a5a4-112e8c22dda4,Lyon,45.716331,4.841872,Retail Park,DOOH 8m2,premium_digital,96.32,36801,30.3,61.18,True,ok,Carrefour City Mall,aéroport,285
7c3284ef-30a1-4c77-bd42-3b83971ce87f,Lille,50.602047,3.052885,Zone Commerciale,DOOH 8m2,mall_screen,82.47,19218,20.39,56.28,True,ok,Grand Centre,cinéma,664
f2078c3a-9a53-4066-aaf7-ae7938e36ecf,Toulouse,43.534166,1.487196,Zone Commerciale,DOOH 8m2,digital,80.88,31637,60.14,69.23,True,ok,Retail Avenue,centre commercial,1094
9b1c4ba2-a1eb-4eba-b070-e2be2cffebf5,Lyon,45.833857,4.909641,Zone Commerciale,Grand format digital,street_digital,95.93,6110,20.7,57.6,False,ok,Carmila Shopping,université,1112
549102ea-0576-4e3c-8817-375abbbb8984,Lille,50.592854,3.10671,Retail Park,DOOH 8m2,premium_digital,63.19,61350,68.62,68.89,False,ok,Galerie Marchande,université,910
131c15a4-e6d9-4f89-8ffa-02e31963f679,Nantes,47.206833,-1.581132,Zone Commerciale,DOOH 8m2,street_digital,67.05,13702,33.86,25.55,True,ok,Grand Centre,université,755
86b0c6e4-efab-4355-b4b5-3863a0bd7f41,Marseille,43.309694,5.38146,Université,Grand format digital,mall_screen,59.39,48327,71.96,19.66,False,ok,Carrefour City Mall,cinéma,684
c3519300-5998-45e9-9e01-dc98206ff1b7,Marseille,43.31484,5.324861,Premium,Grand format digital,premium_digital,52.35,21278,54.12,89.16,True,ok,Carmila Shopping,cinéma,247
