poi_id,type,latitude,longitude,city,importance_score
1015bd3b-a557-4dff-9dbe-6436f570a52b,cinéma,48.819399,2.288721,Paris,68.82
d13b0973-8216-44a9-bbb4-f11ca3fe1ad9,aéroport,48.804127,2.291951,Paris,46.97
c39199a5-2e89-4269-833c-c184f5d7d08a,cinéma,48.834249,2.394533,Paris,85.07
3442d20b-7bcb-425c-98b0-57859844b056,cinéma,48.841208,2.433498,Paris,99.27
74f31a05-8b1e-4302-946c-1afc63f8458b,stade,48.897973,2.263957,Paris,85.14
9aa62ed4-3771-4f80-83ca-6d048e2be0bf,stade,48.870066,2.375173,Paris,42.91
25439dfb-5896-4365-bd2c-c83aebcecf93,stade,48.90329,2.371472,Paris,67.18
6e922568-628a-4b2f-98b2-32841a71117d,stade,48.786415,2.327676,Paris,79.3
0eeeb8c5-449b-4137-8fb9-15299cd5f64e,gare,48.864111,2.312166,Paris,75.29
28f298f4-21f1-4b71-ab9d-ac3344fc69b9,cinéma,48.792151,2.386575,Paris,23.33
f14d8d43-e1b5-4da8-9201-7e1c650eb682,université,48.781997,2.430806,Paris,56.93
43250d3f-634c-481c-b99d-cd8b885023cf,restaurant,48.869686,2.435739,Paris,58.19
81d6b942-fa04-48ed-b261-1e78cb9ea5e5,université,48.81566,2.361412,Paris,67.53
2e974586-adcc-4214-bf36-db6040e19ae1,université,48.784478,2.326774,Paris,35.42
ad78e7a8-4290-471a-a304-57891d0440f4,cinéma,48.939977,2.394613,Paris,99.14
ba7883b1-45b5-49a5-9a49-6269ceed6263,aéroport,48.798208,2.330216,Paris,52.87
354ad7f0-ec52-43e2-8679-15cbd96ed163,restaurant,48.782113,2.392334,Paris,22.66
79d5dd9a-382b-47f6-bd2f-ba84804aa054,centre commercial,48.911011,2.268546,Paris,28.71
621d25fc-d700-467c-b10e-ef978a2954d2,gare,48.862238,2.409997,Paris,36.83
2fc8d01f-dd32-47b2-a7ba-bd5430adc057,centre commercial,48.838093,2.408877,Paris,30.76
98731599-6988-47fc-ac6f-acd27d9300a0,aéroport,48.883588,2.414434,Paris,25.95
ef3d6785-0dff-4873-b145-df001ebd185f,stade,48.779226,2.433281,Paris,92.73
df375a03-100f-4884-9fa6-d09ca7b77c50,stade,48.776948,2.270848,Paris,55.09
09f67e4f-4587-47e9-9573-9332b086917a,université,48.788087,2.310431,Paris,52.36
07d40cca-1d61-457f-8ded-b96372997bff,aéroport,48.803093,2.295036,Paris,35.19
d6e5439b-37c9-4c75-b696-83e04422e7f9,stade,48.888022,2.268207,Paris,33.27
7c2d4fbe-3b9a-4fc7-982c-833c621ad870,aéroport,48.834864,2.372422,Paris,57.8
3fa702bd-6b56-4980-92da-4c54b8678e43,restaurant,48.828809,2.354198,Paris,85.72
1b2e181b-3a5d-4c39-948a-7fde6e580452,restaurant,48.917609,2.406243,Paris,35.92
8358473d-96ca-49fd-834a-8dab0545144c,université,48.804955,2.361339,Paris,29.73
4206dfab-c362-44d7-af3f-ba0a426df11b,gare,48.812146,2.409879,Paris,70.95
e8228d20-05f3-4097-a7a9-daef6d108337,université,48.836035,2.407659,Paris,74.14
ff86818c-b7b7-42a7-9edb-5708209c25e7,aéroport,48.882188,2.300739,Paris,95.33
7c9ff22c-8af4-4299-911d-9cd1a9aec651,stade,48.914818,2.44215,Paris,57.13
016b6c6c-d8df-4f9b-9c51-58bd2964ec84,stade,48.861021,2.336522,Paris,60.79
771e36bd-1c9d-4ea1-ac2b-9963ae5b7a3b,restaurant,48.779997,2.30113,Paris,50.1
709cd446-a47a-4df2-9320-d909a575da75,centre commercial,48.817481,2.298835,Paris,71.83
1799cdbf-2fb4-4569-a38b-4bb67d2dbba9,université,48.903556,2.330997,Paris,88.82
b7a2dc5a-b1d8-4dd9-82b6-13f9b5a8220a,gare,48.792096,2.300371,Paris,46.42
d96ef135-4063-4665-bc53-afc79cc71f8b,centre commercial,48.928293,2.359464,Paris,78.75
c41f47c7-3d8f-4d9f-b129-0a11fe7ce2e0,gare,48.839536,2.328968,Paris,23.68
404658a3-0a61-4def-87db-024efde172b2,université,48.936845,2.412374,Paris,49.57
23209a23-6f0d-4ce1-835f-6899f9b295ed,cinéma,48.884119,2.341015,Paris,65.33
5e3a7aa6-ebd2-4f04-86fb-592a95e1f5c4,restaurant,48.929927,2.338451,Paris,85.19
80050e72-d01d-4f4a-b280-9ed31e840933,aéroport,48.889935,2.37568,Paris,84.85
0c17b0b1-1cd4-4063-863b-3dcaa960b156,restaurant,48.796433,2.416235,Paris,98.62
a8638640-e5be-4ac9-8adb-8b8c5b2fe5db,stade,48.77636,2.265031,Paris,37.54
481250e3-87bd-41b4-8d02-d5fc622e00e1,centre commercial,48.880987,2.415607,Paris,74.14
ff056f3e-1400-460a-942b-ddc6c851c496,centre commercial,48.940386,2.324525,Paris,74.32
f9b8a5e2-9870-4205-8524-19cce2d4d0ae,restaurant,48.835392,2.3208,Paris,50.06
3bdfd9c0-22a2-40cc-9f05-61affc0bb293,aéroport,48.867992,2.37172,Paris,74.57
5f3e2869-c9a4-46ba-ab6a-88817abd9c94,gare,48.911015,2.334956,Paris,88.94
ce93e6ed-fade-4bbb-aea8-e0d6633c30cb,restaurant,48.804575,2.372483,Paris,92.91
2f21704e-bbbc-4e10-9b9a-77e0bcc1dbc8,gare,48.848852,2.312041,Paris,82.89
41edf81c-b937-45aa-9c6e-db741ef7d14a,université,48.895958,2.344292,Paris,99.51
60f3abef-825f-4819-a131-fe5743cbd9a1,restaurant,48.833869,2.431785,Paris,49.59
5c345046-d44f-424d-86f4-7466643836ad,centre commercial,48.784001,2.332626,Paris,45.24
9390c094-1275-40c5-a9d1-eda179e4b62b,restaurant,48.882809,2.273447,Paris,36.16
922c9c31-98e5-4c9f-92f3-bc976157180c,restaurant,48.856038,2.357515,Paris,47.66
e484f57d-844a-47a3-8f2b-febf9af76b0f,restaurant,45.748469,4.771397,Lyon,41.29
abb5070a-4d46-42bd-8aea-0d2837e6be19,centre commercial,45.770372,4.793708,Lyon,27.5
2b54c922-500e-450f-a774-6e57b0a9a96a,centre commercial,45.787092,4.886591,Lyon,56.1
c49c7403-0f41-4403-a4a0-40f62419b333,centre commercial,45.742327,4.763977,Lyon,26.52
dc1eeeed-4dda-44bc-b9e1-7af010cc120a,restaurant,45.774387,4.750542,Lyon,55.91
a1a3857e-da73-47da-950f-cad49a94ba54,cinéma,45.692415,4.871476,Lyon,82.1
97d4736c-fab6-474b-9d01-83d14073fc35,stade,45.753305,4.777504,Lyon,98.17
65249ab6-af6f-4f41-8261-9c0573b2f224,stade,45.824198,4.921702,Lyon,22.88
fb725052-8fe8-40ac-9dfb-64b9b683498b,restaurant,45.747307,4.757786,Lyon,69.92
11c4cdeb-f0c7-4723-be97-37d6e9af3ab7,centre commercial,45.825753,4.785294,Lyon,64.97
af36a85a-d692-4632-85cc-22329aa53847,centre commercial,45.811159,4.76885,Lyon,89.69
27af3247-4b6b-4622-9dcb-75f24c532626,aéroport,45.824589,4.889939,Lyon,21.42
2a14670c-c35c-44c9-a44b-292b588cb797,centre commercial,45.763364,4.838499,Lyon,90.64
b3409e5a-496e-480a-924e-24d8afa14ab8,centre commercial,45.807122,4.845516,Lyon,87.22
f5799d02-1afc-4283-9387-ee063952d08d,stade,45.83753,4.795551,Lyon,57.91
379b4d6d-0830-4fc7-b735-b44f6baf4cb0,cinéma,45.814008,4.863647,Lyon,45.49
87dc4f57-8a00-48e4-8a81-d9aa73e3c1dc,restaurant,45.838606,4.763013,Lyon,28.45
36bd9d8b-d46f-4c0d-9164-be35f3dbb9f5,stade,45.676339,4.919481,Lyon,48.29
6fa6d2dd-7c09-4f1d-a045-a85a6900931e,cinéma,45.683485,4.783435,Lyon,20.79
da46b559-2d64-4e0c-a36a-4eeda947262f,restaurant,45.737755,4.880443,Lyon,95.29
17d1382a-fcc6-4df3-8a14-30dabf4f6c31,cinéma,45.826123,4.922297,Lyon,23.39
4c0b651a-5871-43a3-8b97-aa04d16c1e20,cinéma,45.81234,4.802505,Lyon,37.13
099fa5c6-c004-4949-9d9f-8f991c722315,stade,45.756009,4.759343,Lyon,91.16
c81b90a1-13fc-4e5c-9da1-1cc05441c475,aéroport,45.801482,4.881917,Lyon,38.07
2ad9639a-6747-44db-8006-f3afacf9778f,cinéma,45.818638,4.786512,Lyon,90.71
e14bbd9a-249d-442a-b62d-b26b897383f5,gare,45.700612,4.904765,Lyon,67.3
bae94c2d-9fdc-499e-be82-db6b7b0d092e,aéroport,45.703256,4.780532,Lyon,42.49
280fd2a4-9b0a-4205-b6f2-2b2f343d055f,stade,45.829759,4.868175,Lyon,48.5
a3096fa4-85a6-41a3-b2e8-f1633c9efbb1,stade,45.721991,4.843216,Lyon,73.26
cdc492ba-4db6-4b03-9c85-6f99eeafc7e0,centre commercial,45.805154,4.748474,Lyon,98.15
7afe7bca-504e-4044-92d0-26f36c392f75,stade,45.754984,4.853202,Lyon,31.54
c1e22c84-523c-4a76-8439-46a7f788bfa1,cinéma,45.69183,4.814275,Lyon,91.95
91aff06b-bf86-4551-b954-c85a5f695faf,gare,45.733952,4.77193,Lyon,96.56
7a9ac2c4-f7a1-41e9-95a7-e110a10da44a,restaurant,45.817632,4.751741,Lyon,66.59
571c309f-ab9e-4306-ab01-95567b647363,cinéma,45.692166,4.771623,Lyon,77.06
e2243f9b-a3cd-49f6-bc62-7ed173eaa117,stade,45.84703,4.780948,Lyon,35.3
fbd61663-d352-450f-a4d6-4b6b29a61f6f,université,45.729292,4.870957,Lyon,65.42
34413709-1eea-4993-9f82-d351faba0065,gare,45.723313,4.771194,Lyon,39.03
0323b870-4449-45a2-b494-a71f85c96d13,université,45.727282,4.865407,Lyon,50.43
9a7ca329-e601-4dd9-9912-5edf1ecd9565,gare,45.768968,4.827287,Lyon,32.42
880daf49-3f48-4617-8e50-b77858d6d491,cinéma,45.851007,4.823513,Lyon,46.09
693d03cd-0e60-4368-ae68-69fc9bfe57e7,cinéma,45.698693,4.777016,Lyon,27.27
e475ce7f-d168-40c0-ba5e-465f361b2b52,université,45.844101,4.855682,Lyon,93.7
1e5e4249-1c7c-4401-a734-b778361f3b16,cinéma,45.84193,4.914972,Lyon,76.34
5828e87b-d871-43ad-ba3a-42f67d82cc04,université,45.674656,4.883795,Lyon,42.29
a9ec80c4-f930-44cc-a8b2-2b24ad80886c,gare,45.674973,4.817926,Lyon,27.77
12823b84-3f0d-4e3f-bda2-015f82cd1075,centre commercial,45.750777,4.799364,Lyon,99.64
05ffac1c-105d-4564-998b-b5dd7c89fdb3,cinéma,45.706791,4.811977,Lyon,73.95
b6d2e8cf-2a20-4c18-a9f2-c9b9523397c9,aéroport,45.801898,4.824312,Lyon,79.4
2194c2f0-f1c2-49c5-bf76-ac99761f8ce7,université,45.827026,4.797909,Lyon,32.54
edd606fc-0242-48ac-a492-45f276eb70a8,université,45.766247,4.760764,Lyon,59.27
1c565f1a-36fa-46ef-aa95-52aa2e12d82e,aéroport,45.72623,4.795394,Lyon,44.77
6c92d549-eb11-4347-9c3e-79f99db6bf00,cinéma,45.842965,4.811268,Lyon,70.01
a506b905-8a91-4178-a057-b148f5b256f4,cinéma,45.782715,4.842257,Lyon,97.97
411ddc08-3002-4388-8b6a-5d05a36af06d,centre commercial,45.73972,4.74824,Lyon,39.03
e1f33c04-919b-417c-9a0d-38616a69bad4,aéroport,45.787517,4.793788,Lyon,85.09
781f9f99-9a4e-4476-8119-1bed90a55ae9,stade,45.724239,4.796529,Lyon,28.96
0e9a336c-f63b-416b-8614-b6251f94d002,université,45.721308,4.86775,Lyon,91.55
a8f72d54-ca48-4fc3-ac4f-84d6c32fac70,centre commercial,45.700921,4.897185,Lyon,76.16
2ff61586-47ea-4065-9b06-11ce7f535eb0,centre commercial,45.697729,4.795578,Lyon,84.68
79b7f139-54d5-490e-95e0-9518c9fa636f,aéroport,45.794429,4.781691,Lyon,76.88
31928980-c92a-4d1f-af2d-d510849f8954,stade,45.75682,4.917726,Lyon,38.34
f2cb5a73-3095-4c21-a421-a4449eab1568,gare,45.764979,4.779916,Lyon,57.42
70a61e92-0a01-47ff-ac76-b9ee3c589c15,aéroport,45.827179,4.913671,Lyon,38.21
7bcfe4d8-671c-4bc1-b47a-070a6bee6003,université,45.727304,4.80757,Lyon,43.56
64d48fb9-93c6-4630-b68e-dea6b1cc947f,centre commercial,45.682527,4.797283,Lyon,67.63
aa189106-b7b3-44a9-9305-e32e4551cd9f,aéroport,45.760553,4.774256,Lyon,33.2
048f34e9-4ab1-496d-9820-37c7897ab732,gare,45.680275,4.806507,Lyon,29.85
1f51dd6c-347d-4dde-aaa4-9de7c1f308ba,restaurant,45.748293,4.880439,Lyon,94.98
b7b1f264-f399-4e77-9c20-7184a80982f5,gare,45.848277,4.828798,Lyon,40.92
278d2880-8da7-437c-9011-84437cb29986,restaurant,45.775005,4.76739,Lyon,61.57
01416f2d-a7a0-4fdf-9652-c92a96f97b21,restaurant,45.773732,4.829494,Lyon,61.16
3430747b-4277-43e9-a2ac-a94089d06868,restaurant,45.696309,4.910126,Lyon,37.25
5d9318cd-84db-46ef-8d20-db20a78db161,centre commercial,45.81283,4.749775,Lyon,78.04
6bd2089a-6674-4d86-8438-ffd757961959,centre commercial,45.761092,4.923002,Lyon,90.42
4cbf9bc8-8f0a-425a-abe4-8405dc1a97c6,cinéma,45.849175,4.77398,Lyon,70.32
0b5abb46-be25-428d-8a22-ac662a1a78bd,cinéma,45.782699,4.747522,Lyon,24.92
883f20d6-7426-4379-bb67-94ee3917c103,gare,45.696431,4.760804,Lyon,98.05
52c05b4d-292b-4fb8-af04-d7642156ca83,gare,45.685829,4.843345,Lyon,47.6
52d921d6-7a87-44a7-b08b-f5d0e015dc4a,gare,45.791548,4.871774,Lyon,88.91
b2093ead-935b-421f-a35c-ef4d341f9412,cinéma,45.750143,4.786814,Lyon,23.06
4032924c-a768-440e-9701-df42857e7030,gare,45.753474,4.819414,Lyon,70.22
49c436db-32c1-415b-ab39-610d5902a19b,centre commercial,45.693541,4.826654,Lyon,94.77
700f8f4d-9245-43fc-afa6-15d357049a54,université,45.836137,4.87149,Lyon,65.07
ada9c55d-f1ee-4201-9850-5f527a8a386b,université,45.833387,4.884843,Lyon,32.64
111f2f6a-47c2-429a-8241-99f84899193f,gare,45.686569,4.819718,Lyon,85.24
a8efb327-22e2-4740-a234-c43c4101558b,gare,45.699836,4.786508,Lyon,35.5
9ca0bb52-7eeb-46f5-b09f-0e2e828b9702,aéroport,45.827751,4.878013,Lyon,80.54
23af6c2a-65af-4c8a-a190-2e61e4bf4b25,université,45.736861,4.848866,Lyon,59.08
f26ed370-3887-459c-a085-488f07432346,restaurant,45.806728,4.864483,Lyon,95.72
0954c452-3f70-405b-807a-3002871f580e,aéroport,45.774335,4.915326,Lyon,77.85
3e506277-c2b5-4e89-861c-1d25b6beb6d2,stade,45.728308,4.759939,Lyon,94.04
1f862a11-d4cd-48bf-8285-f6a75e75706f,université,45.777723,4.894612,Lyon,77.83
10e365b9-a1d5-41e2-b6c6-979ceb276922,cinéma,45.73945,4.803512,Lyon,59.78
449de585-adc3-4b55-9400-2776df60a4c7,cinéma,45.836192,4.784995,Lyon,67.74
7416b0cd-d6ff-478f-96e5-17c327f56b64,centre commercial,45.719426,4.799119,Lyon,64.16
39a97532-5d55-469a-89da-12748da98a34,stade,45.773328,4.791032,Lyon,20.13
08c5341e-e9fd-48eb-b26a-e36019b8ec1a,cinéma,45.840213,4.92271,Lyon,65.1
9e3065ce-eac9-4732-bdec-74d54809f52b,université,45.697434,4.899027,Lyon,46.95
88980bca-cc37-4d1d-a1ed-b89f847ecad5,restaurant,45.815601,4.877611,Lyon,90.81
ca2d970c-bc8f-4e79-9be5-7cba715819da,cinéma,45.697025,4.883963,Lyon,48.65
186b85c4-99fc-4683-9518-89b9139b27a1,cinéma,45.728529,4.822452,Lyon,51.44
cb65e855-e13f-48d8-be1d-65be9ea1cd0f,stade,45.853193,4.855969,Lyon,42.59
d96c27fa-0fbe-440f-aeb7-c840d864a025,cinéma,45.721367,4.899873,Lyon,30.86
30467736-3b8d-441c-9e56-f85b2c258ac8,stade,45.789762,4.790836,Lyon,76.67
2b4db61b-4bd4-4d02-9853-df28db07baec,gare,45.833536,4.809016,Lyon,67.36
692629fd-148f-40d9-b768-bb194293b683,gare,45.742578,4.813335,Lyon,20.07
970fad48-95ca-423f-bcf5-efa4add46cfd,stade,45.733647,4.800467,Lyon,56.42
8c52b978-03bf-453f-9880-9397892e0da9,stade,45.778421,4.920926,Lyon,80.29
59b92583-fb15-4cda-b221-7c752a4c7eb3,gare,45.806321,4.770452,Lyon,38.7
4fdf0e8c-ef02-48f5-98a2-1a9b1963e1dc,cinéma,45.714662,4.869243,Lyon,88.27
999e917d-a469-4ea3-9efb-e1daa86cce83,restaurant,45.681355,4.749452,Lyon,66.37
34a23b5c-f0b4-465d-937d-949cea9cf26d,restaurant,45.80808,4.747563,Lyon,49.23
5a534e18-0c21-4da7-a781-cf643d524a33,gare,45.708877,4.779549,Lyon,65.58
9bec7ee6-1a8f-4760-8c46-8072337debdc,restaurant,45.799804,4.760783,Lyon,47.22
1186aacd-3fc3-4580-9259-d00c633d2f26,université,45.729206,4.918166,Lyon,44.74
c8866a55-a091-428d-a50b-8462df64b63d,cinéma,45.754291,4.796867,Lyon,61.74
c4be84f8-3c7c-451c-90d3-91f3187ce7af,centre commercial,45.737121,4.869641,Lyon,24.83
ef941efa-0995-44fd-a08b-670232042fd4,aéroport,45.846834,4.754226,Lyon,25.81
de70f48f-beed-421b-8276-ba432400bc45,gare,45.824022,4.749488,Lyon,61.35
da6b6ae9-a2b0-45b2-b1ff-edec7e3a2e4f,restaurant,43.327014,5.45887,Marseille,85.03
b35f7be7-20f6-43ea-b5a8-df42554715c9,centre commercial,43.282509,5.45893,Marseille,26.16
8deb4f50-05c6-4ae4-9251-325ddd3489ca,université,43.254161,5.435217,Marseille,78.05
ad67933c-be24-48bb-869e-2d0439ee63d1,cinéma,43.381247,5.328622,Marseille,72.67
64d379e0-d6c5-4e43-b7a8-c1cd4216ab25,restaurant,43.292403,5.32985,Marseille,89.63
889ecfa4-c056-47bc-ace7-74afd368f1dc,gare,43.336925,5.322506,Marseille,35.11
ace90e79-0091-4964-9abd-c5c534e7a9c4,gare,43.218372,5.311,Marseille,25.41
86f8b318-eace-4a20-99ae-29710c6daed0,centre commercial,43.21969,5.348435,Marseille,32.5
364f85b3-f21b-44dc-86d4-3d7bd83d74fc,université,43.270654,5.302218,Marseille,66.51
f5d8437a-36da-4ce7-8129-71b0b1e80443,restaurant,43.221089,5.308413,Marseille,35.37
caa4cd48-a6d3-45be-a397-150b3dbf856d,cinéma,43.221042,5.404433,Marseille,79.96
a888c160-4c92-443f-9ad6-2fa520b7e4bb,stade,43.329419,5.44338,Marseille,62.53
81ad968d-c4b8-40d7-92a3-ae5c9924b3a5,cinéma,43.246722,5.314207,Marseille,62.56
88878a40-9388-4133-b3a4-ea69fc36aa6a,centre commercial,43.224326,5.43829,Marseille,63.51
c746d338-bb9f-48ab-94cb-3b148d61332f,stade,43.300516,5.322854,Marseille,86.1
df0a2f0b-6fa4-40a3-b9e7-3a7dafaa1bfe,gare,43.351422,5.399969,Marseille,28.92
e04e5d1b-d317-4163-bd5d-0379ea1d5aba,aéroport,43.371224,5.333932,Marseille,67.88
acf947d5-e1d2-4547-ab90-6656b71e4f24,cinéma,43.382026,5.287109,Marseille,26.52
996fb617-cf5c-476f-99f0-1219d8e68c3c,université,43.21267,5.303206,Marseille,89.96
887941cd-a1fa-4c5a-892d-9774b076e06e,restaurant,43.208775,5.429879,Marseille,94.89
71f9797a-bfbf-4920-ba9c-f8bfc111b14d,université,43.294869,5.284131,Marseille,21.2
c70e552c-dd02-49b6-9a82-dfa069900714,cinéma,43.249062,5.2837,Marseille,79.05
0bfe6fe5-a928-47de-8e54-efd3f2fe6d7c,université,43.281123,5.402186,Marseille,81.37
138cee10-96ce-46c7-a78b-eaae5d6ba26e,centre commercial,43.289867,5.45806,Marseille,51.62
b3a53260-28ac-4b30-9776-d5ac70ca9a35,centre commercial,43.348058,5.281131,Marseille,97.43
69f6a356-ec72-47f5-95eb-0cede2b03afb,gare,43.365847,5.439986,Marseille,79.72
f2c0b2c1-3941-4863-b133-f8870e7aeb97,stade,43.243688,5.418433,Marseille,92.3
3e681b3c-23d2-49dc-a2de-52ea61d142cd,cinéma,43.328325,5.416744,Marseille,82.22
bf402cc1-f134-41f0-8b15-71dd79bb4368,université,43.348673,5.455438,Marseille,95.59
a74eb537-485d-41a6-b776-41da341c8c8a,gare,43.215259,5.445352,Marseille,62.33
10484932-1b57-4acc-afbe-6ea051aa9a99,aéroport,43.3837,5.379537,Marseille,40.15
4c150e16-b8e2-43ad-b939-d38d768e5df7,université,43.207812,5.381333,Marseille,47.61
d080f371-1c90-40ee-9777-28bd2d68344f,cinéma,43.347607,5.282738,Marseille,20.19
4b5de84e-37fb-4297-813a-8a6343fd100c,gare,43.229406,5.416411,Marseille,50.72
603c8098-6365-4623-8f38-904f39ea1ba4,gare,43.36009,5.396039,Marseille,83.12
367da28a-b0f4-49a6-a83a-dcb42fdbbd33,restaurant,43.216557,5.424708,Marseille,27.22
bacd9f1c-9a27-4103-9369-907100d8517e,aéroport,43.29299,5.326182,Marseille,37.95
d5872e19-79e1-4f74-9355-1d8b7e6f5439,gare,43.232388,5.436413,Marseille,44.09
d7a18538-3929-4d1d-be56-2ea606fd8a5a,université,43.272521,5.32656,Marseille,54.08
daaf3220-a229-450f-b0e5-c766905ea294,cinéma,43.279506,5.315466,Marseille,21.15
