store_id,enseigne,name,address,city,arrondissement,latitude,longitude
5d2aba1a-c14f-455a-9594-c0e2919bc7bd,Nicolas,Nicolas rue des Martyrs,"76 rue des Martyrs, 75002 Paris",Paris,2,48.863992,2.334191
3241bcd2-2050-4909-9084-f5aefdd76e7e,Carrefour City,Carrefour City avenue des Ternes,"99 avenue des Ternes, 75002 Paris",Paris,2,48.875093,2.349906
98cf95f6-7c98-49ae-8eb7-5b78c649aa7a,Carrefour City,Carrefour City rue Mouffetard,"43 rue Mouffetard, 75002 Paris",Paris,2,48.865192,2.345514
5682d8eb-17ee-4c08-a643-c47d3db4d533,Monoprix,Monoprix avenue Jean Jaurès,"176 avenue Jean Jaurès, 75002 Paris",Paris,2,48.866483,2.33699
62615d74-6aeb-4758-be78-000f8af74497,Franprix,Franprix rue Daguerre,"138 rue Daguerre, 75002 Paris",Paris,2,48.870372,2.344983
24870468-6a3f-4c5b-aa16-bc09bfdbfa63,Franprix,Franprix avenue Daumesnil,"71 avenue Daumesnil, 75002 Paris",Paris,2,48.871508,2.336068
d90337fa-10bf-4c46-9f02-5f0b3ce55b5f,Picard,Picard rue Montorgueil,"58 rue Montorgueil, 75002 Paris",Paris,2,48.875153,2.3456
b4372363-d4f3-4575-8917-1f2d975ed3e4,Sephora,Sephora boulevard Voltaire,"60 boulevard Voltaire, 75002 Paris",Paris,2,48.870885,2.349657
6c0154a2-eef4-4e96-96cc-10d4e176b0cd,Nicolas,Nicolas avenue Daumesnil,"70 avenue Daumesnil, 75003 Paris",Paris,3,48.867505,2.366101
2da68e02-a604-4318-97a4-3295563680e8,Nicolas,Nicolas rue de Bretagne,"82 rue de Bretagne, 75003 Paris",Paris,3,48.856927,2.368263
3980e727-625f-41d9-9ae2-e9f12ed86512,Nicolas,Nicolas rue Ordener,"38 rue Ordener, 75003 Paris",Paris,3,48.858977,2.359985
1ee1dbb5-fd7a-41e1-95ac-aacd05866ea3,Carrefour City,Carrefour City rue Montorgueil,"139 rue Montorgueil, 75003 Paris",Paris,3,48.859708,2.354933
bd83125d-2ff7-4952-b04c-725ad9f7683a,Carrefour City,Carrefour City rue de Bretagne,"104 rue de Bretagne, 75003 Paris",Paris,3,48.859678,2.361692
cdcb404a-480b-41c6-b243-7fd8a80c42c0,Monoprix,Monoprix rue Oberkampf,"132 rue Oberkampf, 75003 Paris",Paris,3,48.861068,2.369947
ff5fb6de-7f95-4534-95df-ca569d409fcf,Franprix,Franprix avenue des Ternes,"41 avenue des Ternes, 75003 Paris",Paris,3,48.862909,2.365116
a8e24a79-bcda-43c6-bd21-07323e8ac699,Franprix,Franprix rue de Belleville,"154 rue de Belleville, 75003 Paris",Paris,3,48.864784,2.365842
012d9b85-481c-44ca-8405-bbf302a80c40,Picard,Picard rue Ordener,"137 rue Ordener, 75003 Paris",Paris,3,48.856889,2.357632
c50c2707-851b-40dd-93e8-1ddb72357996,Sephora,Sephora rue de Rivoli,"176 rue de Rivoli, 75003 Paris",Paris,3,48.85952,2.361065
eaaa081b-7dbf-4e5c-ae69-b768fbc03b7d,Nicolas,Nicolas rue Montorgueil,"70 rue Montorgueil, 75004 Paris",Paris,4,48.85739,2.361234
f0760300-6036-43af-8fc1-4eed88620fde,Nicolas,Nicolas rue de Passy,"113 rue de Passy, 75004 Paris",Paris,4,48.85806,2.354404
759e6456-5e45-4573-b4d5-22c809ffb43c,Nicolas,Nicolas avenue Jean Jaurès,"130 avenue Jean Jaurès, 75004 Paris",Paris,4,48.849514,2.347665
e2432ae4-09f6-4a93-ae68-a4f759782fc4,Carrefour City,Carrefour City avenue des Ternes,"162 avenue des Ternes, 75004 Paris",Paris,4,48.857967,2.357754
b726c9c7-ed61-4b4f-b258-c9ea8cc3d318,Carrefour City,Carrefour City rue Saint-Antoine,"52 rue Saint-Antoine, 75004 Paris",Paris,4,48.851478,2.360379
b8592017-604e-43d5-bd98-c2f5bcd22aa8,Monoprix,Monoprix rue Montorgueil,"137 rue Montorgueil, 75004 Paris",Paris,4,48.84944,2.36285
2cd5e9bc-98f3-4508-a0f4-63f8f9ee7408,Franprix,Franprix rue de Tolbiac,"6 rue de Tolbiac, 75004 Paris",Paris,4,48.860159,2.359579
e1514619-950d-4189-b64c-5688f604118d,Franprix,Franprix rue de Passy,"63 rue de Passy, 75004 Paris",Paris,4,48.848866,2.35486
311fa77e-e490-4e38-855b-cba041c49ac4,Picard,Picard rue de Rennes,"23 rue de Rennes, 75004 Paris",Paris,4,48.848111,2.36516
a81eb6fc-20f9-4f59-a0d6-8c788dfb545b,Sephora,Sephora rue Montorgueil,"34 rue Montorgueil, 75004 Paris",Paris,4,48.857547,2.36392
0372959d-e5ce-41fd-98a7-3817ded82b73,Nicolas,Nicolas rue Montorgueil,"44 rue Montorgueil, 75005 Paris",Paris,5,48.839297,2.349506
a03b6978-e04c-47f3-99b8-2b8b932d4160,Nicolas,Nicolas rue de Belleville,"56 rue de Belleville, 75005 Paris",Paris,5,48.841211,2.357449
7510cfbd-c27f-42b7-a1db-f4159fc527e8,Nicolas,Nicolas boulevard Saint-Germain,"81 boulevard Saint-Germain, 75005 Paris",Paris,5,48.850505,2.355105
e22ea6e0-5e62-41ed-a7d8-ebd4cfc45bfe,Carrefour City,Carrefour City rue Mouffetard,"114 rue Mouffetard, 75005 Paris",Paris,5,48.843086,2.353434
86f82396-16ee-46cf-813b-c09c680a6314,Carrefour City,Carrefour City rue des Martyrs,"59 rue des Martyrs, 75005 Paris",Paris,5,48.850095,2.34903
8b09ccf9-6edd-4492-b936-24b23ee93790,Monoprix,Monoprix rue Montorgueil,"60 rue Montorgueil, 75005 Paris",Paris,5,48.838396,2.340421
6e1cca0f-a7a6-4eb1-8622-f6ff148140c9,Franprix,Franprix boulevard Voltaire,"60 boulevard Voltaire, 75005 Paris",Paris,5,48.845738,2.340144
374cf935-0fe3-4c44-b72a-7c2a17b674cd,Franprix,Franprix boulevard Magenta,"20 boulevard Magenta, 75005 Paris",Paris,5,48.838444,2.340628
bbacd6e4-050f-4f80-ba07-c4121cefa1c3,Picard,Picard rue de Tolbiac,"56 rue de Tolbiac, 75005 Paris",Paris,5,48.844698,2.34557
a8f24cf3-2556-4649-bdf9-9cf52a41e7fa,Sephora,Sephora rue de Bretagne,"149 rue de Bretagne, 75005 Paris",Paris,5,48.845049,2.354467
649ddfac-5e5d-4bf1-b86c-398174e71f0c,Nicolas,Nicolas rue de Belleville,"50 rue de Belleville, 75006 Paris",Paris,6,48.848917,2.338492
39119a70-ce13-4871-a169-c5867612c05a,Nicolas,Nicolas rue Mouffetard,"110 rue Mouffetard, 75006 Paris",Paris,6,48.843621,2.33598
1427ab5c-becb-4ddb-9f2d-a5fa4423ec23,Nicolas,Nicolas boulevard Voltaire,"174 boulevard Voltaire, 75006 Paris",Paris,6,48.848055,2.340077
b60502e3-f28b-4927-8c59-61a412721f29,Carrefour City,Carrefour City boulevard Voltaire,"105 boulevard Voltaire, 75006 Paris",Paris,6,48.851448,2.335724
fd9b73e9-9ec2-4578-b5c1-ceb4cf1b620d,Carrefour City,Carrefour City avenue des Ternes,"65 avenue des Ternes, 75006 Paris",Paris,6,48.852495,2.338812
d5d88503-c331-4945-a4aa-5b17dc133287,Monoprix,Monoprix rue Oberkampf,"110 rue Oberkampf, 75006 Paris",Paris,6,48.844982,2.333526
82ca37f0-c94f-4e8a-8fd4-8189bf4e3a37,Franprix,Franprix rue de Rennes,"115 rue de Rennes, 75006 Paris",Paris,6,48.844869,2.332053
16e81ae9-87df-4492-bc01-cc5f14d3b28f,Franprix,Franprix avenue des Ternes,"14 avenue des Ternes, 75006 Paris",Paris,6,48.853612,2.339919
26dcf59a-f925-40de-836d-89f35d075a0c,Picard,Picard rue de Rivoli,"25 rue de Rivoli, 75006 Paris",Paris,6,48.85143,2.333612
d16a4971-fef7-4705-840e-da0562e2be8e,Sephora,Sephora rue Daguerre,"106 rue Daguerre, 75006 Paris",Paris,6,48.855269,2.339774
ddc6fb4c-070b-4e60-9c00-63c5ff85ed52,Nicolas,Nicolas avenue Daumesnil,"17 avenue Daumesnil, 75007 Paris",Paris,7,48.855999,2.306575
060b52f9-2401-4f61-b807-811dad374fe7,Nicolas,Nicolas avenue Daumesnil,"69 avenue Daumesnil, 75007 Paris",Paris,7,48.851505,2.302343
1d688605-5dde-4e2d-99cf-31071fdc18ac,Nicolas,Nicolas rue de Passy,"110 rue de Passy, 75007 Paris",Paris,7,48.862171,2.318003
3525a011-7a8a-4fd8-9485-724f6c090848,Carrefour City,Carrefour City rue Montorgueil,"171 rue Montorgueil, 75007 Paris",Paris,7,48.858952,2.31691
aba32aca-4f2c-40a8-8fb2-5b57312d3643,Carrefour City,Carrefour City rue de Passy,"57 rue de Passy, 75007 Paris",Paris,7,48.859258,2.305396
7ccc7778-d136-45db-bdcb-3a2c28ef6881,Monoprix,Monoprix rue Montorgueil,"17 rue Montorgueil, 75007 Paris",Paris,7,48.862762,2.313884
3a409037-8ea3-48c6-b0a4-ee2b1fee66a9,Franprix,Franprix rue de Bretagne,"124 rue de Bretagne, 75007 Paris",Paris,7,48.859672,2.303443
b5e11e9a-7a77-4c43-8d8a-3d99a3de6a7b,Franprix,Franprix rue Daguerre,"16 rue Daguerre, 75007 Paris",Paris,7,48.85624,2.319354
74b9b1de-db60-40d6-b1ac-434c1f1f3755,Picard,Picard rue Daguerre,"19 rue Daguerre, 75007 Paris",Paris,7,48.862651,2.303902
91c2738f-bbc1-460f-842e-48a1a35f90cf,Sephora,Sephora rue des Martyrs,"105 rue des Martyrs, 75007 Paris",Paris,7,48.85753,2.315804
7ea9670a-6c60-4f7a-b06e-7d71350af2d4,Nicolas,Nicolas rue des Martyrs,"150 rue des Martyrs, 75008 Paris",Paris,8,48.867378,2.320306
a103f103-a953-4c87-ba5e-b0c33169a5bf,Nicolas,Nicolas rue de Belleville,"170 rue de Belleville, 75008 Paris",Paris,8,48.874023,2.314888
0a7d9017-123e-480e-8ba2-dafefafa9bc6,Nicolas,Nicolas avenue Jean Jaurès,"54 avenue Jean Jaurès, 75008 Paris",Paris,8,48.873871,2.312956
bd5ddef9-ffa4-48d6-8f20-75ff3eb9aa0a,Carrefour City,Carrefour City avenue Jean Jaurès,"103 avenue Jean Jaurès, 75008 Paris",Paris,8,48.875076,2.308784
d035d748-c0e0-4d0d-af22-e4a26db03b95,Carrefour City,Carrefour City rue Ordener,"82 rue Ordener, 75008 Paris",Paris,8,48.867532,2.31541
c7b1c9de-31e4-40e3-a55d-1f6b8b83f0c2,Monoprix,Monoprix rue de Rivoli,"119 rue de Rivoli, 75008 Paris",Paris,8,48.878706,2.321215
6e839087-941b-4e38-8e01-d7d2a870e974,Franprix,Franprix avenue des Ternes,"20 avenue des Ternes, 75008 Paris",Paris,8,48.874396,2.31376
a906e7b9-df76-42a6-8b82-73d449378927,Franprix,Franprix rue Oberkampf,"91 rue Oberkampf, 75008 Paris",Paris,8,48.873227,2.312618
58549443-eb77-472b-bc44-3835c3f3e179,Picard,Picard rue Mouffetard,"74 rue Mouffetard, 75008 Paris",Paris,8,48.878032,2.320085
877d18ea-b775-4d35-a6cc-200025581ce4,Sephora,Sephora rue de Passy,"158 rue de Passy, 75008 Paris",Paris,8,48.867908,2.319175
787004d4-acc1-40ab-b9f4-9f2b2bd44b66,Nicolas,Nicolas boulevard Haussmann,"4 boulevard Haussmann, 75009 Paris",Paris,9,48.883774,2.343542
398edd18-d2e6-4a66-89b4-9e33089e5b7f,Nicolas,Nicolas avenue des Ternes,"36 avenue des Ternes, 75009 Paris",Paris,9,48.87935,2.338492
8f2b7e5e-a4a9-43a6-9b16-9c0563ef510c,Nicolas,Nicolas rue Montorgueil,"41 rue Montorgueil, 75009 Paris",Paris,9,48.873703,2.345194
453597a5-7a0b-4833-9d7d-5e0d7153ce7a,Carrefour City,Carrefour City boulevard Magenta,"54 boulevard Magenta, 75009 Paris",Paris,9,48.873813,2.339497
e4db6f0e-38fd-4675-802e-3a5ddf74e58c,Carrefour City,Carrefour City boulevard Haussmann,"127 boulevard Haussmann, 75009 Paris",Paris,9,48.879625,2.344458
70b6fad8-f7b3-4fe9-8c1c-97a27502e205,Monoprix,Monoprix boulevard Voltaire,"25 boulevard Voltaire, 75009 Paris",Paris,9,48.873516,2.345563
fde25298-9946-405c-927e-17c98c287b9c,Franprix,Franprix boulevard Voltaire,"2 boulevard Voltaire, 75009 Paris",Paris,9,48.87888,2.343987
76e5bc08-d8bc-4394-a746-a3b12ddc0a5a,Franprix,Franprix avenue Jean Jaurès,"43 avenue Jean Jaurès, 75009 Paris",Paris,9,48.87467,2.330016
478fa160-c064-4f66-8b5a-27bd095d6265,Picard,Picard rue de Belleville,"145 rue de Belleville, 75009 Paris",Paris,9,48.880377,2.338434
9b5161a7-1ae7-4f9b-872a-e8768ef3392e,Sephora,Sephora rue Oberkampf,"141 rue Oberkampf, 75009 Paris",Paris,9,48.870135,2.328905
f5b3d83e-c6a5-445f-9007-6d053a347533,Nicolas,Nicolas rue Montorgueil,"39 rue Montorgueil, 75010 Paris",Paris,10,48.869604,2.357984
e0a46ee9-c530-451e-be4a-ea4bdc2346dc,Nicolas,Nicolas rue Mouffetard,"12 rue Mouffetard, 75010 Paris",Paris,10,48.875117,2.351437
f90f0c35-396d-4f29-8634-1ad099d2cbb7,Nicolas,Nicolas rue des Martyrs,"172 rue des Martyrs, 75010 Paris",Paris,10,48.881685,2.354802
4e53bb50-ef19-44aa-b2e1-3feb0d33ec06,Carrefour City,Carrefour City rue de Belleville,"160 rue de Belleville, 75010 Paris",Paris,10,48.870539,2.366202
35c02895-8f44-48f5-8996-cfae04849bb0,Carrefour City,Carrefour City rue des Martyrs,"43 rue des Martyrs, 75010 Paris",Paris,10,48.879593,2.369115
da7bab7f-5412-4e8f-9576-7ffd8965c763,Monoprix,Monoprix rue de Belleville,"8 rue de Belleville, 75010 Paris",Paris,10,48.882767,2.366815
f2eb248b-6f6a-4a3c-9cba-475583251f83,Franprix,Franprix rue de Belleville,"173 rue de Belleville, 75010 Paris",Paris,10,48.871611,2.36909
95ffdb01-0b55-44b1-a224-3fdf44fe14b3,Franprix,Franprix avenue Jean Jaurès,"42 avenue Jean Jaurès, 75010 Paris",Paris,10,48.881197,2.366815
1d9c2768-93ae-4337-ae30-d605c86e5dc2,Picard,Picard boulevard Voltaire,"122 boulevard Voltaire, 75010 Paris",Paris,10,48.880123,2.352762
15a8abc6-6a70-46e8-9a89-c70139710ae7,Sephora,Sephora rue Ordener,"91 rue Ordener, 75010 Paris",Paris,10,48.872214,2.366932
4da3a426-8fb4-4780-b92d-6d8f6dce1ab2,Nicolas,Nicolas rue des Martyrs,"59 rue des Martyrs, 75011 Paris",Paris,11,48.856273,2.385907
03a72d76-5f62-4843-a07e-e3f053eb17e4,Nicolas,Nicolas boulevard Magenta,"73 boulevard Magenta, 75011 Paris",Paris,11,48.852331,2.373863
7c2e339c-36ab-4680-ab7d-909a68401d12,Nicolas,Nicolas avenue Jean Jaurès,"91 avenue Jean Jaurès, 75011 Paris",Paris,11,48.864101,2.389338
697627c5-7922-45e7-85ea-cf1f91adac29,Carrefour City,Carrefour City rue Montorgueil,"86 rue Montorgueil, 75011 Paris",Paris,11,48.860981,2.377994
e1ea0c20-5cae-4831-bf9d-91d9169e54c5,Carrefour City,Carrefour City avenue Jean Jaurès,"47 avenue Jean Jaurès, 75011 Paris",Paris,11,48.865149,2.372307
9b1fa546-0259-4974-b69d-20df87508ddf,Monoprix,Monoprix boulevard Voltaire,"29 boulevard Voltaire, 75011 Paris",Paris,11,48.860128,2.389671
d2f1b36e-2fa8-4fb2-8688-2706cf399a71,Franprix,Franprix boulevard Magenta,"113 boulevard Magenta, 75011 Paris",Paris,11,48.860352,2.376914
3b141274-db8a-4f45-ab82-f36666143d90,Franprix,Franprix avenue Daumesnil,"149 avenue Daumesnil, 75011 Paris",Paris,11,48.860487,2.380228
a76f6f64-f7af-41f2-9fa9-6c1771b1065f,Picard,Picard rue de Belleville,"2 rue de Belleville, 75011 Paris",Paris,11,48.854661,2.370888
ea27b9b6-5ba0-4eda-8104-dd69a6fe6198,Sephora,Sephora boulevard Saint-Germain,"95 boulevard Saint-Germain, 75011 Paris",Paris,11,48.859279,2.38613
da22f1a7-9b36-4ec2-9402-3faad549ce42,Nicolas,Nicolas boulevard Magenta,"161 boulevard Magenta, 75012 Paris",Paris,12,48.834138,2.430477
ba39f1e0-5a14-4c14-8280-68060f96cb22,Nicolas,Nicolas rue de Passy,"131 rue de Passy, 75012 Paris",Paris,12,48.832495,2.42846
060a0819-c530-4dc0-8356-6ac64469d2a8,Nicolas,Nicolas avenue Daumesnil,"180 avenue Daumesnil, 75012 Paris",Paris,12,48.83243,2.419668
3b4cf3b8-ff0b-4930-9f2a-fe42d8f579e0,Carrefour City,Carrefour City rue de Belleville,"172 rue de Belleville, 75012 Paris",Paris,12,48.832239,2.414046
ff21e834-ba10-4fd4-97af-979ec0c72b94,Carrefour City,Carrefour City rue Daguerre,"159 rue Daguerre, 75012 Paris",Paris,12,48.841265,2.425046
445cdd56-5ba7-4722-b0d3-f5b45213262c,Monoprix,Monoprix rue de Rivoli,"79 rue de Rivoli, 75012 Paris",Paris,12,48.836067,2.419622
aee33f6a-0ae4-4685-a6bc-77c80daaf91a,Franprix,Franprix rue de Bretagne,"157 rue de Bretagne, 75012 Paris",Paris,12,48.832117,2.420098
08381b42-751d-414b-a73e-3f6bc6ca9bef,Franprix,Franprix rue Ordener,"174 rue Ordener, 75012 Paris",Paris,12,48.837266,2.4208
ca1a6123-a092-45f1-9a4a-69fed50a2a5d,Picard,Picard rue Daguerre,"170 rue Daguerre, 75012 Paris",Paris,12,48.831092,2.420964
afeb35eb-aad8-4eab-b969-72c7af8611a9,Sephora,Sephora rue Saint-Antoine,"87 rue Saint-Antoine, 75012 Paris",Paris,12,48.829287,2.421809
440abe7b-9cc6-4dfa-a0a6-72e24d216948,Nicolas,Nicolas rue des Martyrs,"174 rue des Martyrs, 75013 Paris",Paris,13,48.822607,2.37134
f0356e01-d37f-41b3-ba33-e1eb36eba6d7,Nicolas,Nicolas rue Oberkampf,"8 rue Oberkampf, 75013 Paris",Paris,13,48.825646,2.368431
4f6ddbf6-1c55-4b2d-a953-652630f7ce62,Nicolas,Nicolas rue Saint-Antoine,"20 rue Saint-Antoine, 75013 Paris",Paris,13,48.821947,2.371979
479d9e6a-8ed8-4862-94bd-a1dd3ba992c2,Carrefour City,Carrefour City rue de Bretagne,"51 rue de Bretagne, 75013 Paris",Paris,13,48.827676,2.370023
acda3aa1-a3ab-40ef-82e5-f1236ecfb587,Carrefour City,Carrefour City avenue Daumesnil,"64 avenue Daumesnil, 75013 Paris",Paris,13,48.831357,2.35998
a96f04eb-b990-4e81-8ed0-362cc903c373,Monoprix,Monoprix avenue des Ternes,"110 avenue des Ternes, 75013 Paris",Paris,13,48.823366,2.366052
04eaa4d0-7e80-40a4-a5e6-ac50508d4514,Franprix,Franprix boulevard Haussmann,"120 boulevard Haussmann, 75013 Paris",Paris,13,48.824364,2.368382
33c590af-91bf-4d3f-baea-b85fcaa16dec,Franprix,Franprix avenue des Ternes,"118 avenue des Ternes, 75013 Paris",Paris,13,48.822003,2.357284
2a50f3ae-5659-4a21-b3aa-63637e9170e3,Picard,Picard boulevard Haussmann,"145 boulevard Haussmann, 75013 Paris",Paris,13,48.823167,2.361593
0f9390a4-8757-414c-a2ac-adc1f4623a3d,Sephora,Sephora rue Ordener,"158 rue Ordener, 75013 Paris",Paris,13,48.829636,2.371301
50904ed5-c274-4656-bb35-1a70915f1123,Nicolas,Nicolas rue de Belleville,"142 rue de Belleville, 75014 Paris",Paris,14,48.83361,2.33444
4fcac1af-b499-4486-ae81-7efe5cc7a3e6,Nicolas,Nicolas rue de Tolbiac,"117 rue de Tolbiac, 75014 Paris",Paris,14,48.828443,2.319783
d7fcb1d3-3c7d-4ad4-9085-306e524410f8,Nicolas,Nicolas avenue Jean Jaurès,"135 avenue Jean Jaurès, 75014 Paris",Paris,14,48.825829,2.321545
4f632c75-4276-4c6d-ada8-fdad6fb8cfdb,Carrefour City,Carrefour City rue Ordener,"21 rue Ordener, 75014 Paris",Paris,14,48.828984,2.321385
b30666dd-ae0b-4fce-a277-f5786adb20fc,Carrefour City,Carrefour City boulevard Magenta,"83 boulevard Magenta, 75014 Paris",Paris,14,48.83219,2.32129
f91708c6-24a8-429b-b432-7b6a861ecc5c,Monoprix,Monoprix rue Oberkampf,"61 rue Oberkampf, 75014 Paris",Paris,14,48.834702,2.318212
2e8cb706-f70e-4f78-8d75-86dcc05a5a0e,Franprix,Franprix boulevard Saint-Germain,"18 boulevard Saint-Germain, 75014 Paris",Paris,14,48.827562,2.319656
c3ada05b-43e6-4505-8403-a106e1d3ed89,Franprix,Franprix rue Ordener,"108 rue Ordener, 75014 Paris",Paris,14,48.828008,2.323218
529798f2-d14f-43ba-b2e3-0f4ef63a9374,Picard,Picard avenue Daumesnil,"151 avenue Daumesnil, 75014 Paris",Paris,14,48.823072,2.333258
bb1db8f7-2a2b-4446-ae26-aab458ba7403,Sephora,Sephora rue de Bretagne,"99 rue de Bretagne, 75014 Paris",Paris,14,48.835445,2.316991
02ecb12a-636e-49d5-bf13-714d19b3f249,Nicolas,Nicolas avenue Émile Zola,"101 avenue Émile Zola, 75015 Paris",Paris,15,48.839778,2.301655
0f80cacb-0264-425a-a1ab-78d092df9879,Nicolas,Nicolas boulevard de Grenelle,"139 boulevard de Grenelle, 75015 Paris",Paris,15,48.845048,2.301869
2513262f-4808-44e9-b5e1-182499ca8c4d,Nicolas,Nicolas rue de la Convention,"126 rue de la Convention, 75015 Paris",Paris,15,48.843565,2.293723
ff05748b-bb15-49d9-9403-7c81b84d6cf3,Carrefour City,Carrefour City rue de Vaugirard,"101 rue de Vaugirard, 75015 Paris",Paris,15,48.836172,2.291517
26f41f32-6175-4b20-b1c4-7d7e5b730882,Carrefour City,Carrefour City boulevard de Grenelle,"44 boulevard de Grenelle, 75015 Paris",Paris,15,48.837806,2.296383
0d4ad9b2-90f9-43f0-b074-e9ddd14d05f6,Monoprix,Monoprix rue de Vaugirard,"102 rue de Vaugirard, 75015 Paris",Paris,15,48.844867,2.301191
186cab4a-0660-4539-b53f-e9f3cec0d8be,Franprix,Franprix rue du Commerce,"166 rue du Commerce, 75015 Paris",Paris,15,48.841386,2.29606
17e77498-210c-40c2-b8aa-2e0d85f44d43,Franprix,Franprix rue Lecourbe,"14 rue Lecourbe, 75015 Paris",Paris,15,48.839101,2.300137
9b16149e-3f94-419d-8142-0581db1e6449,Picard,Picard rue Cambronne,"85 rue Cambronne, 75015 Paris",Paris,15,48.836742,2.289347
c52a3ae0-e3aa-489f-8379-1fe38d31187d,Sephora,Sephora avenue Émile Zola,"109 avenue Émile Zola, 75015 Paris",Paris,15,48.837825,2.300393
84487c3f-e065-47a5-8e59-0b967887350c,Nicolas,Nicolas rue de Rivoli,"140 rue de Rivoli, 75016 Paris",Paris,16,48.856932,2.253638
48775588-ed4a-43ad-b768-e4cdf8933a59,Nicolas,Nicolas rue des Martyrs,"168 rue des Martyrs, 75016 Paris",Paris,16,48.854129,2.271038
027aac1b-ca92-4a9f-b8cb-c3c9a01dd88b,Nicolas,Nicolas boulevard Voltaire,"9 boulevard Voltaire, 75016 Paris",Paris,16,48.854361,2.271146
db022462-ae95-4762-9032-d238d591d979,Carrefour City,Carrefour City rue de Rivoli,"161 rue de Rivoli, 75016 Paris",Paris,16,48.866695,2.255987
b1c57dea-0ee2-468c-b388-826e098a2b39,Carrefour City,Carrefour City avenue des Ternes,"146 avenue des Ternes, 75016 Paris",Paris,16,48.855533,2.254524
1487ec1d-f9c0-42c4-9d8d-6c0a5ea2329e,Monoprix,Monoprix avenue Jean Jaurès,"96 avenue Jean Jaurès, 75016 Paris",Paris,16,48.866669,2.261301
71e55d88-969d-4e70-8c7d-28f811b3a9e4,Franprix,Franprix avenue des Ternes,"43 avenue des Ternes, 75016 Paris",Paris,16,48.855749,2.264145
aeac35a4-18fc-4db2-93a6-e68b2db6743d,Franprix,Franprix rue de Rivoli,"81 rue de Rivoli, 75016 Paris",Paris,16,48.866906,2.254162
65c517f8-f15d-4abe-af11-53e6e2810cde,Picard,Picard avenue Daumesnil,"103 avenue Daumesnil, 75016 Paris",Paris,16,48.861461,2.270161
7b740537-1335-4fa3-8646-730e1bee894d,Sephora,Sephora rue de Bretagne,"178 rue de Bretagne, 75016 Paris",Paris,16,48.866581,2.255967
2312f827-1cd2-4d06-a917-034977311f09,Nicolas,Nicolas rue de Passy,"177 rue de Passy, 75017 Paris",Paris,17,48.891928,2.301657
af75c6d9-d2f7-4274-a187-6b9e53679890,Nicolas,Nicolas rue de Bretagne,"12 rue de Bretagne, 75017 Paris",Paris,17,48.888706,2.299221
0f70fd94-4321-4d77-9266-d53de18b552c,Nicolas,Nicolas rue Mouffetard,"19 rue Mouffetard, 75017 Paris",Paris,17,48.885161,2.305368
242abe91-83a8-4166-a2ba-05335dc1fc48,Carrefour City,Carrefour City rue de Belleville,"127 rue de Belleville, 75017 Paris",Paris,17,48.887383,2.303625
062d10ce-d1b5-467d-9640-b4836cca4601,Carrefour City,Carrefour City rue Ordener,"41 rue Ordener, 75017 Paris",Paris,17,48.881778,2.316016
175b97b4-ca37-4298-8f11-803609e542f3,Monoprix,Monoprix avenue Jean Jaurès,"159 avenue Jean Jaurès, 75017 Paris",Paris,17,48.886397,2.311476
62118194-ed4f-4a3e-809e-59aecd49a152,Franprix,Franprix rue de Tolbiac,"121 rue de Tolbiac, 75017 Paris",Paris,17,48.891615,2.307563
